"scenario","file","tree_index","left","right","mid","distance"
"s=0.01F=0.75","r3060000",0,0,1076,538,5035421.36675057
"s=0.01F=0.75","r3060000",1,1076,1481,1278.5,4943526.80843605
"s=0.01F=0.75","r3060000",2,1481,1494,1487.5,5203578.93800446
"s=0.01F=0.75","r3060000",3,1494,1623,1558.5,5323360.47180771
"s=0.01F=0.75","r3060000",4,1623,2916,2269.5,5096142.42796827
"s=0.01F=0.75","r3060000",5,2916,3408,3162,5223774.73959107
"s=0.01F=0.75","r3060000",6,3408,4229,3818.5,5731888.83578452
"s=0.01F=0.75","r3060000",7,4229,4546,4387.5,6013208.12951693
"s=0.01F=0.75","r3060000",8,4546,4666,4606,6211794.05879728
"s=0.01F=0.75","r3060000",9,4666,5009,4837.5,5970161.58046527
"s=0.01F=0.75","r3060000",10,5009,5456,5232.5,5252810.94510555
"s=0.01F=0.75","r3060000",11,5456,5863,5659.5,5365754.66880017
"s=0.01F=0.75","r3060000",12,5863,6228,6045.5,5173383.30025666
"s=0.01F=0.75","r3060000",13,6228,6262,6245,5236773.60876204
"s=0.01F=0.75","r3060000",14,6262,6512,6387,5123092.34906641
"s=0.01F=0.75","r3060000",15,6512,8760,7636,5228864.51111323
"s=0.01F=0.75","r3060000",16,8760,9226,8993,5219420.83871036
"s=0.01F=0.75","r3060000",17,9226,10027,9626.5,4485145.31321659
"s=0.01F=0.75","r3060000",18,10027,10478,10252.5,4433033.1114659
"s=0.01F=0.75","r3060000",19,10478,10513,10495.5,4470999.95736969
"s=0.01F=0.75","r3060000",20,10513,13222,11867.5,4476381.63983033
"s=0.01F=0.75","r3060000",21,13222,14028,13625,4912640.1142884
"s=0.01F=0.75","r3060000",22,14028,15080,14554,4852773.89121556
"s=0.01F=0.75","r3060000",23,15080,16457,15768.5,5145124.90915297
"s=0.01F=0.75","r3060000",24,16457,18243,17350,5181477.89128532
"s=0.01F=0.75","r3060000",25,18243,19021,18632,5136801.22170838
"s=0.01F=0.75","r3060000",26,19021,19664,19342.5,5410907.48809396
"s=0.01F=0.75","r3060000",27,19664,20030,19847,5356759.18631538
"s=0.01F=0.75","r3060000",28,20030,20508,20269,5089077.77021199
"s=0.01F=0.75","r3060000",29,20508,20654,20581,5112591.01115246
"s=0.01F=0.75","r3060000",30,20654,20770,20712,5107197.49214238
"s=0.01F=0.75","r3060000",31,20770,20948,20859,5110040.04712974
"s=0.01F=0.75","r3060000",32,20948,21550,21249,5090177.57462116
"s=0.01F=0.75","r3060000",33,21550,21669,21609.5,5072073.20122595
"s=0.01F=0.75","r3060000",34,21669,21860,21764.5,5190698.93924082
"s=0.01F=0.75","r3060000",35,21860,23574,22717,5491574.30329555
"s=0.01F=0.75","r3060000",36,23574,25440,24507,5906106.31331377
"s=0.01F=0.75","r3060000",37,25440,25575,25507.5,5889180.8818165
"s=0.01F=0.75","r3060000",38,25575,25951,25763,5911602.57256253
"s=0.01F=0.75","r3060000",39,25951,27101,26526,5598476.83114615
"s=0.01F=0.75","r3060000",40,27101,28417,27759,5616581.20454136
"s=0.01F=0.75","r3060000",41,28417,28565,28491,5578536.02565637
"s=0.01F=0.75","r3060000",42,28565,29823,29194,5595388.85024272
"s=0.01F=0.75","r3060000",43,29823,30087,29955,5630612.07599466
"s=0.01F=0.75","r3060000",44,30087,30675,30381,5348529.93590215
"s=0.01F=0.75","r3060000",45,30675,34784,32729.5,5309395.38715948
"s=0.01F=0.75","r3060000",46,34784,35290,35037,5359330.19632956
"s=0.01F=0.75","r3060000",47,35290,35849,35569.5,5268445.57261699
"s=0.01F=0.75","r3060000",48,35849,37054,36451.5,5882391.88598851
"s=0.01F=0.75","r3060000",49,37054,39349,38201.5,5856174.83043208
"s=0.01F=0.75","r3060000",50,39349,41763,40556,5890474.76192951
"s=0.01F=0.75","r3060000",51,41763,42934,42348.5,5864345.44331846
"s=0.01F=0.75","r3060000",52,42934,42954,42944,5980662.23946964
"s=0.01F=0.75","r3060000",53,42954,46133,44543.5,5973606.04017268
"s=0.01F=0.75","r3060000",54,46133,49351,47742,5973660.83918279
"s=0.01F=0.75","r3060000",55,49351,50283,49817,6065297.04837653
"s=0.01F=0.75","r3060000",56,50283,56850,53566.5,7383816.52822678
"s=0.01F=0.75","r3060000",57,56850,57000,56925,9260716.62661804
"s=0.01F=0.75","r3060000",58,57000,58383,57691.5,6638561.76687119
"s=0.01F=0.75","r3060000",59,58383,59123,58753,7153020.89429377
"s=0.01F=0.75","r3060000",60,59123,59247,59185,6885405.37663301
"s=0.01F=0.75","r3060000",61,59247,59905,59576,6885459.34085544
"s=0.01F=0.75","r3060000",62,59905,59943,59924,5484981.75908676
"s=0.01F=0.75","r3060000",63,59943,61235,60589,5660089.16782588
"s=0.01F=0.75","r3060000",64,61235,61237,61236,5654677.20754939
"s=0.01F=0.75","r3060000",65,61237,62288,61762.5,5348575.26399523
"s=0.01F=0.75","r3060000",66,62288,63257,62772.5,5403125.07610618
"s=0.01F=0.75","r3060000",67,63257,64163,63710,5383854.85033389
"s=0.01F=0.75","r3060000",68,64163,64246,64204.5,5384055.76500885
"s=0.01F=0.75","r3060000",69,64246,64306,64276,5356056.62334398
"s=0.01F=0.75","r3060000",70,64306,65062,64684,5119604.95764855
"s=0.01F=0.75","r3060000",71,65062,73141,69101.5,5174792.00032628
"s=0.01F=0.75","r3060000",72,73141,73981,73561,5222590.57604862
"s=0.01F=0.75","r3060000",73,73981,76255,75118,5171827.5359891
"s=0.01F=0.75","r3060000",74,76255,76919,76587,5348159.84213447
"s=0.01F=0.75","r3060000",75,76919,78004,77461.5,5581280.56349992
"s=0.01F=0.75","r3060000",76,78004,78035,78019.5,5534511.24830951
"s=0.01F=0.75","r3060000",77,78035,80201,79118,5335776.48000862
"s=0.01F=0.75","r3060000",78,80201,80275,80238,5483247.20519024
"s=0.01F=0.75","r3060000",79,80275,80623,80449,5626091.54513784
"s=0.01F=0.75","r3060000",80,80623,80715,80669,5127126.03071223
"s=0.01F=0.75","r3060000",81,80715,81268,80991.5,5142881.6666506
"s=0.01F=0.75","r3060000",82,81268,81474,81371,5004525.13827294
"s=0.01F=0.75","r3060000",83,81474,83096,82285,5020900.43265477
"s=0.01F=0.75","r3060000",84,83096,83927,83511.5,5255043.94767995
"s=0.01F=0.75","r3060000",85,83927,87118,85522.5,5126485.09315734
"s=0.01F=0.75","r3060000",86,87118,87854,87486,5004164.36593984
"s=0.01F=0.75","r3060000",87,87854,88131,87992.5,4613944.71567261
"s=0.01F=0.75","r3060000",88,88131,88771,88451,4777077.19284791
"s=0.01F=0.75","r3060000",89,88771,89114,88942.5,4902760.6798338
"s=0.01F=0.75","r3060000",90,89114,91159,90136.5,4945530.17032894
"s=0.01F=0.75","r3060000",91,91159,91344,91251.5,5024695.48193124
"s=0.01F=0.75","r3060000",92,91344,92770,92057,4963078.40164014
"s=0.01F=0.75","r3060000",93,92770,93252,93011,4957983.37491903
"s=0.01F=0.75","r3060000",94,93252,94409,93830.5,6013320.34417325
"s=0.01F=0.75","r3060000",95,94409,95205,94807,5826988.32476587
"s=0.01F=0.75","r3060000",96,95205,95293,95249,5871145.82595726
"s=0.01F=0.75","r3060000",97,95293,95826,95559.5,5852038.65851338
"s=0.01F=0.75","r3060000",98,95826,96027,95926.5,5944175.84200319
"s=0.01F=0.75","r3060000",99,96027,96643,96335,6014486.88826236
"s=0.01F=0.75","r3060000",100,96643,99116,97879.5,6021123.91170193
"s=0.01F=0.75","r3060000",101,99116,99865,99490.5,5857535.40178098
"s=0.01F=0.75","r3060000",102,99865,100001,99933,5889830.47775335
"s=0.01F=0.75","r3060001",0,0,60,30,3857725.1600431
"s=0.01F=0.75","r3060001",1,60,85,72.5,3697658.40769499
"s=0.01F=0.75","r3060001",2,85,92,88.5,3762231.97410282
"s=0.01F=0.75","r3060001",3,92,462,277,3791644.98360749
"s=0.01F=0.75","r3060001",4,462,603,532.5,3790719.45984458
"s=0.01F=0.75","r3060001",5,603,2085,1344,3918629.79083006
"s=0.01F=0.75","r3060001",6,2085,2500,2292.5,3903891.34074427
"s=0.01F=0.75","r3060001",7,2500,2690,2595,4012731.00122492
"s=0.01F=0.75","r3060001",8,2690,3350,3020,3217742.86909213
"s=0.01F=0.75","r3060001",9,3350,3555,3452.5,3442672.45485755
"s=0.01F=0.75","r3060001",10,3555,5848,4701.5,3450074.69758327
"s=0.01F=0.75","r3060001",11,5848,6270,6059,3396597.84445398
"s=0.01F=0.75","r3060001",12,6270,9634,7952,3181157.73458449
"s=0.01F=0.75","r3060001",13,9634,10207,9920.5,3360332.51484043
"s=0.01F=0.75","r3060001",14,10207,10964,10585.5,3294041.58297353
"s=0.01F=0.75","r3060001",15,10964,11016,10990,3265690.59180485
"s=0.01F=0.75","r3060001",16,11016,11151,11083.5,3363542.74491894
"s=0.01F=0.75","r3060001",17,11151,12470,11810.5,3578362.24457318
"s=0.01F=0.75","r3060001",18,12470,12850,12660,4270419.7945001
"s=0.01F=0.75","r3060001",19,12850,13408,13129,4098521.33643841
"s=0.01F=0.75","r3060001",20,13408,14016,13712,3944056.92499718
"s=0.01F=0.75","r3060001",21,14016,14304,14160,4131544.62056354
"s=0.01F=0.75","r3060001",22,14304,15955,15129.5,4165475.36110405
"s=0.01F=0.75","r3060001",23,15955,16071,16013,4007280.6184198
"s=0.01F=0.75","r3060001",24,16071,17210,16640.5,4038372.7791245
"s=0.01F=0.75","r3060001",25,17210,17871,17540.5,4035243.23906188
"s=0.01F=0.75","r3060001",26,17871,18592,18231.5,4171953.10664125
"s=0.01F=0.75","r3060001",27,18592,19391,18991.5,4171445.8243909
"s=0.01F=0.75","r3060001",28,19391,19790,19590.5,4091677.53248354
"s=0.01F=0.75","r3060001",29,19790,20012,19901,4141547.31780856
"s=0.01F=0.75","r3060001",30,20012,20178,20095,4296228.66652627
"s=0.01F=0.75","r3060001",31,20178,20699,20438.5,4459574.0272353
"s=0.01F=0.75","r3060001",32,20699,20765,20732,4331205.09390076
"s=0.01F=0.75","r3060001",33,20765,21702,21233.5,4347607.63408807
"s=0.01F=0.75","r3060001",34,21702,21750,21726,4796395.89020046
"s=0.01F=0.75","r3060001",35,21750,21796,21773,5090318.29487759
"s=0.01F=0.75","r3060001",36,21796,22178,21987,4885795.98049141
"s=0.01F=0.75","r3060001",37,22178,22650,22414,5876722.32766451
"s=0.01F=0.75","r3060001",38,22650,23159,22904.5,5834651.26833932
"s=0.01F=0.75","r3060001",39,23159,24081,23620,5870190.63376415
"s=0.01F=0.75","r3060001",40,24081,24467,24274,5945348.02035715
"s=0.01F=0.75","r3060001",41,24467,25680,25073.5,5786245.90353734
"s=0.01F=0.75","r3060001",42,25680,26020,25850,5948703.3523744
"s=0.01F=0.75","r3060001",43,26020,26348,26184,6154497.73335973
"s=0.01F=0.75","r3060001",44,26348,27299,26823.5,5196643.82998606
"s=0.01F=0.75","r3060001",45,27299,27788,27543.5,5228620.53547385
"s=0.01F=0.75","r3060001",46,27788,27940,27864,6031427.2886269
"s=0.01F=0.75","r3060001",47,27940,28252,28096,5095046.37343535
"s=0.01F=0.75","r3060001",48,28252,28655,28453.5,6385272.80258136
"s=0.01F=0.75","r3060001",49,28655,28807,28731,6441635.5570074
"s=0.01F=0.75","r3060001",50,28807,29913,29360,6738852.74369988
"s=0.01F=0.75","r3060001",51,29913,31584,30748.5,7029558.76590265
