"scenario","file","tree_index","left","right","mid","distance"
"s=0.02F=0.25","r3010000",0,0,816,408,1648.50940142599
"s=0.02F=0.25","r3010000",1,816,862,839,1648.50940142599
"s=0.02F=0.25","r3010000",2,862,2300,1581,1700.90341532585
"s=0.02F=0.25","r3010000",3,2300,2861,2580.5,1751.98077359226
"s=0.02F=0.25","r3010000",4,2861,3814,3337.5,1751.98077359226
"s=0.02F=0.25","r3010000",5,3814,3898,3856,1751.98077359226
"s=0.02F=0.25","r3010000",6,3898,4244,4071,1705.98710432896
"s=0.02F=0.25","r3010000",7,4244,5027,4635.5,1425.82348340517
"s=0.02F=0.25","r3010000",8,5027,5159,5093,1515.74797832022
"s=0.02F=0.25","r3010000",9,5159,5628,5393.5,1522.47514760852
"s=0.02F=0.25","r3010000",10,5628,5676,5652,1522.47514760852
"s=0.02F=0.25","r3010000",11,5676,5811,5743.5,1522.47514760852
"s=0.02F=0.25","r3010000",12,5811,5938,5874.5,1522.72587110129
"s=0.02F=0.25","r3010000",13,5938,6480,6209,1522.72587110129
"s=0.02F=0.25","r3010000",14,6480,6959,6719.5,1522.72587110129
"s=0.02F=0.25","r3010000",15,6959,7328,7143.5,1522.72587110129
"s=0.02F=0.25","r3010000",16,7328,7420,7374,1523.31392266077
"s=0.02F=0.25","r3010000",17,7420,7509,7464.5,1522.47514760852
"s=0.02F=0.25","r3010000",18,7509,8262,7885.5,1517.59552808472
"s=0.02F=0.25","r3010000",19,8262,8845,8553.5,1517.91327314727
"s=0.02F=0.25","r3010000",20,8845,9018,8931.5,1574.34116942831
"s=0.02F=0.25","r3010000",21,9018,9879,9448.5,1574.34116942831
"s=0.02F=0.25","r3010000",22,9879,10112,9995.5,1571.30111702883
"s=0.02F=0.25","r3010000",23,10112,10551,10331.5,1609.76596054039
"s=0.02F=0.25","r3010000",24,10551,11403,10977,1609.76596054039
"s=0.02F=0.25","r3010000",25,11403,11974,11688.5,1547.08531454685
"s=0.02F=0.25","r3010000",26,11974,12456,12215,1614.77759194408
"s=0.02F=0.25","r3010000",27,12456,12925,12690.5,1616.55146220538
"s=0.02F=0.25","r3010000",28,12925,13195,13060,1623.79174196258
"s=0.02F=0.25","r3010000",29,13195,13384,13289.5,1592.65808657913
"s=0.02F=0.25","r3010000",30,13384,14093,13738.5,1592.75926412736
"s=0.02F=0.25","r3010000",31,14093,14312,14202.5,1592.75926412736
"s=0.02F=0.25","r3010000",32,14312,14340,14326,1592.75926412736
"s=0.02F=0.25","r3010000",33,14340,15346,14843,1592.75926412736
"s=0.02F=0.25","r3010000",34,15346,15525,15435.5,1342.22854439456
