"scenario","file","tree_index","left","right","mid","distance"
"s=0.02F=0.25","r3010000",0,0,816,408,4133103.59402829
"s=0.02F=0.25","r3010000",1,816,862,839,4128890.68459656
"s=0.02F=0.25","r3010000",2,862,2300,1581,5093129.38679733
"s=0.02F=0.25","r3010000",3,2300,2861,2580.5,5730786.20244926
"s=0.02F=0.25","r3010000",4,2861,3814,3337.5,5702261.32812029
"s=0.02F=0.25","r3010000",5,3814,3898,3856,5487458.74917226
"s=0.02F=0.25","r3010000",6,3898,4244,4071,4575172.79946209
"s=0.02F=0.25","r3010000",7,4244,5027,4635.5,3057238.30488837
"s=0.02F=0.25","r3010000",8,5027,5159,5093,3503921.88673256
"s=0.02F=0.25","r3010000",9,5159,5628,5393.5,3595838.08613715
"s=0.02F=0.25","r3010000",10,5628,5676,5652,3628316.11360286
"s=0.02F=0.25","r3010000",11,5676,5811,5743.5,3689587.76887919
"s=0.02F=0.25","r3010000",12,5811,5938,5874.5,3818888.04017923
"s=0.02F=0.25","r3010000",13,5938,6480,6209,4507903.57151781
"s=0.02F=0.25","r3010000",14,6480,6959,6719.5,4251714.48780661
"s=0.02F=0.25","r3010000",15,6959,7328,7143.5,3604158.27511056
"s=0.02F=0.25","r3010000",16,7328,7420,7374,3621401.90363659
"s=0.02F=0.25","r3010000",17,7420,7509,7464.5,3597560.7267069
"s=0.02F=0.25","r3010000",18,7509,8262,7885.5,3521834.23845942
"s=0.02F=0.25","r3010000",19,8262,8845,8553.5,3607951.92019197
"s=0.02F=0.25","r3010000",20,8845,9018,8931.5,3741848.14436279
"s=0.02F=0.25","r3010000",21,9018,9879,9448.5,3881735.08126085
"s=0.02F=0.25","r3010000",22,9879,10112,9995.5,3803429.55674748
"s=0.02F=0.25","r3010000",23,10112,10551,10331.5,3985541.27801122
"s=0.02F=0.25","r3010000",24,10551,11403,10977,4074893.14519529
"s=0.02F=0.25","r3010000",25,11403,11974,11688.5,3938122.25606646
"s=0.02F=0.25","r3010000",26,11974,12456,12215,4010871.1949776
"s=0.02F=0.25","r3010000",27,12456,12925,12690.5,4061086.75894903
"s=0.02F=0.25","r3010000",28,12925,13195,13060,4073997.20985898
"s=0.02F=0.25","r3010000",29,13195,13384,13289.5,3888368.41054027
"s=0.02F=0.25","r3010000",30,13384,14093,13738.5,3921012.35038414
"s=0.02F=0.25","r3010000",31,14093,14312,14202.5,3938155.55358834
"s=0.02F=0.25","r3010000",32,14312,14340,14326,3919004.87538848
"s=0.02F=0.25","r3010000",33,14340,15346,14843,3927644.23951754
"s=0.02F=0.25","r3010000",34,15346,15525,15435.5,3053137.1175258
"s=0.02F=0.25","r3010000",35,15525,15623,15574,2917390.87818271
"s=0.02F=0.25","r3010000",36,15623,15850,15736.5,2856549.07171629
"s=0.02F=0.25","r3010000",37,15850,17151,16500.5,2845013.47402811
"s=0.02F=0.25","r3010000",38,17151,17598,17374.5,3022079.0388598
"s=0.02F=0.25","r3010000",39,17598,17628,17613,3038638.84121486
"s=0.02F=0.25","r3010000",40,17628,18246,17937,3066909.33850467
"s=0.02F=0.25","r3010000",41,18246,18987,18616.5,3389560.18313351
"s=0.02F=0.25","r3010000",42,18987,19670,19328.5,3339716.32185522
"s=0.02F=0.25","r3010000",43,19670,21084,20377,3291343.75936661
"s=0.02F=0.25","r3010000",44,21084,21320,21202,3174612.98264778
"s=0.02F=0.25","r3010000",45,21320,21651,21485.5,3145034.68987573
"s=0.02F=0.25","r3010000",46,21651,21668,21659.5,2951877.56715222
"s=0.02F=0.25","r3010000",47,21668,22184,21926,3027590.69782665
"s=0.02F=0.25","r3010000",48,22184,23279,22731.5,2971643.2611572
"s=0.02F=0.25","r3010000",49,23279,23299,23289,3451107.44182945
"s=0.02F=0.25","r3010000",50,23299,24224,23761.5,3318581.61198635
"s=0.02F=0.25","r3010000",51,24224,24416,24320,3331050.89978967
"s=0.02F=0.25","r3010000",52,24416,24543,24479.5,2865612.35361884
"s=0.02F=0.25","r3010000",53,24543,24860,24701.5,2886988.06133598
"s=0.02F=0.25","r3010000",54,24860,25924,25392,2872866.5834872
"s=0.02F=0.25","r3010000",55,25924,25985,25954.5,2955598.74306938
"s=0.02F=0.25","r3010000",56,25985,26550,26267.5,2892991.45457575
"s=0.02F=0.25","r3010000",57,26550,27991,27270.5,2907375.98436843
"s=0.02F=0.25","r3010000",58,27991,28023,28007,2978702.27688655
"s=0.02F=0.25","r3010000",59,28023,28626,28324.5,2977972.13035233
"s=0.02F=0.25","r3010000",60,28626,29150,28888,2959080.30353485
"s=0.02F=0.25","r3010000",61,29150,29237,29193.5,2904681.92920501
"s=0.02F=0.25","r3010000",62,29237,29512,29374.5,2957180.26524504
"s=0.02F=0.25","r3010000",63,29512,30548,30030,2904681.92920501
"s=0.02F=0.25","r3010000",64,30548,30995,30771.5,2932728.42161062
"s=0.02F=0.25","r3010000",65,30995,32101,31548,2943438.89888771
"s=0.02F=0.25","r3010000",66,32101,32567,32334,2925472.00585698
"s=0.02F=0.25","r3010000",67,32567,32707,32637,2795079.83824231
"s=0.02F=0.25","r3010000",68,32707,32716,32711.5,3316887.68394716
"s=0.02F=0.25","r3010000",69,32716,33125,32920.5,2978364.80898453
"s=0.02F=0.25","r3010000",70,33125,33285,33205,3039439.23021767
"s=0.02F=0.25","r3010000",71,33285,33611,33448,2887538.93531132
"s=0.02F=0.25","r3010000",72,33611,33714,33662.5,2821280.42353786
"s=0.02F=0.25","r3010000",73,33714,34277,33995.5,2823283.49671273
"s=0.02F=0.25","r3010000",74,34277,35033,34655,3017520.12633575
"s=0.02F=0.25","r3010000",75,35033,35271,35152,3072921.27962591
"s=0.02F=0.25","r3010000",76,35271,36766,36018.5,3009824.71881772
"s=0.02F=0.25","r3010000",77,36766,37463,37114.5,3051215.92546208
"s=0.02F=0.25","r3010000",78,37463,38300,37881.5,2984921.65854735
"s=0.02F=0.25","r3010000",79,38300,39330,38815,3095462.2379413
"s=0.02F=0.25","r3010000",80,39330,39655,39492.5,3121913.20231414
"s=0.02F=0.25","r3010000",81,39655,39979,39817,3532760.14963627
"s=0.02F=0.25","r3010000",82,39979,40502,40240.5,3551641.46401854
"s=0.02F=0.25","r3010000",83,40502,40949,40725.5,3368282.59947729
"s=0.02F=0.25","r3010000",84,40949,41164,41056.5,3421080.0255808
"s=0.02F=0.25","r3010000",85,41164,41547,41355.5,3385399.92451445
