"scenario","file","tree_index","left","right","mid","distance"
"s=0.003F=0.75","r3090000",0,0,508,254,797.715259367407
"s=0.003F=0.75","r3090000",1,508,1765,1136.5,809.221605503946
"s=0.003F=0.75","r3090000",2,1765,1910,1837.5,778.791332926672
"s=0.003F=0.75","r3090000",3,1910,1938,1924,1085.54313236868
"s=0.003F=0.75","r3090000",4,1938,1980,1959,1115.81971528285
"s=0.003F=0.75","r3090000",5,1980,2986,2483,1235.17939696603
"s=0.003F=0.75","r3090000",6,2986,3381,3183.5,1235.17939696603
"s=0.003F=0.75","r3090000",7,3381,4083,3732,1235.17939696603
"s=0.003F=0.75","r3090000",8,4083,4565,4324,1117.33104920951
"s=0.003F=0.75","r3090000",9,4565,5196,4880.5,1117.33104920951
"s=0.003F=0.75","r3090000",10,5196,5435,5315.5,1117.33104920951
"s=0.003F=0.75","r3090000",11,5435,6082,5758.5,1187.23342690573
"s=0.003F=0.75","r3090000",12,6082,6120,6101,1215.88143378566
"s=0.003F=0.75","r3090000",13,6120,6515,6317.5,1215.88143378566
"s=0.003F=0.75","r3090000",14,6515,6530,6522.5,1215.88143378566
"s=0.003F=0.75","r3090000",15,6530,6532,6531,952.498199778003
"s=0.003F=0.75","r3090000",16,6532,6658,6595,823.642166338337
"s=0.003F=0.75","r3090000",17,6658,7625,7141.5,862.524275357247
"s=0.003F=0.75","r3090000",18,7625,7942,7783.5,867.008549954501
"s=0.003F=0.75","r3090000",19,7942,9174,8558,867.008549954501
"s=0.003F=0.75","r3090000",20,9174,9862,9518,867.008549954501
"s=0.003F=0.75","r3090000",21,9862,12218,11040,787.429849981501
"s=0.003F=0.75","r3090000",22,12218,12302,12260,787.429849981501
"s=0.003F=0.75","r3090000",23,12302,13532,12917,735.77243111569
"s=0.003F=0.75","r3090000",24,13532,13846,13689,735.77243111569
"s=0.003F=0.75","r3090000",25,13846,14227,14036.5,940.709216467836
"s=0.003F=0.75","r3090000",26,14227,14768,14497.5,851.172337276628
"s=0.003F=0.75","r3090000",27,14768,15210,14989,780.756670313298
"s=0.003F=0.75","r3090000",28,15210,16592,15901,781.456956030441
"s=0.003F=0.75","r3090000",29,16592,18442,17517,781.456956030441
"s=0.003F=0.75","r3090000",30,18442,18978,18710,784.254397256028
"s=0.003F=0.75","r3090000",31,18978,20016,19497,784.254397256028
"s=0.003F=0.75","r3090000",32,20016,20259,20137.5,783.361392746073
"s=0.003F=0.75","r3090000",33,20259,20394,20326.5,780.040842351577
"s=0.003F=0.75","r3090000",34,20394,20763,20578.5,929.852173758263
"s=0.003F=0.75","r3090000",35,20763,21378,21070.5,905.788293917062
"s=0.003F=0.75","r3090000",36,21378,22588,21983,905.788293917062
"s=0.003F=0.75","r3090000",37,22588,22753,22670.5,976.214441415587
"s=0.003F=0.75","r3090000",38,22753,23523,23138,977.030200937991
"s=0.003F=0.75","r3090000",39,23523,24008,23765.5,981.83097109029
"s=0.003F=0.75","r3090000",40,24008,25151,24579.5,892.871935480646
"s=0.003F=0.75","r3090000",41,25151,25435,25293,894.366649333507
"s=0.003F=0.75","r3090000",42,25435,25531,25483,928.403991200089
"s=0.003F=0.75","r3090000",43,25531,26145,25838,945.118259337407
"s=0.003F=0.75","r3090000",44,26145,26815,26480,882.955282007181
"s=0.003F=0.75","r3090000",45,26815,28396,27605.5,856.830400615995
"s=0.003F=0.75","r3090000",46,28396,28569,28482.5,856.830400615995
"s=0.003F=0.75","r3090000",47,28569,30745,29657,863.257443305568
"s=0.003F=0.75","r3090000",48,30745,30754,30749.5,839.358099579005
"s=0.003F=0.75","r3090000",49,30754,30873,30813.5,839.358099579005
"s=0.003F=0.75","r3090000",50,30873,31230,31051.5,839.358099579005
"s=0.003F=0.75","r3090000",51,31230,31779,31504.5,939.773873741263
"s=0.003F=0.75","r3090000",52,31779,31845,31812,941.257609383907
"s=0.003F=0.75","r3090000",53,31845,33104,32474.5,965.203790802093
"s=0.003F=0.75","r3090000",54,33104,33485,33294.5,965.203790802093
"s=0.003F=0.75","r3090000",55,33485,34515,34000,965.203790802093
"s=0.003F=0.75","r3090000",56,34515,35132,34823.5,955.545203947961
"s=0.003F=0.75","r3090000",57,35132,36541,35836.5,955.545203947961
"s=0.003F=0.75","r3090000",58,36541,36577,36559,955.545203947961
"s=0.003F=0.75","r3090000",59,36577,36814,36695.5,902.354783372167
"s=0.003F=0.75","r3090000",60,36814,36895,36854.5,1016.07276203238
"s=0.003F=0.75","r3090000",61,36895,38000,37447.5,1016.29536220638
"s=0.003F=0.75","r3090000",62,38000,38257,38128.5,1016.3965397546
"s=0.003F=0.75","r3090000",63,38257,38267,38262,922.415227647724
"s=0.003F=0.75","r3090000",64,38267,38897,38582,914.433039949601
"s=0.003F=0.75","r3090000",65,38897,39457,39177,914.433039949601
"s=0.003F=0.75","r3090000",66,39457,39523,39490,914.1224200958
"s=0.003F=0.75","r3090000",67,39523,39530,39526.5,969.043283927161
"s=0.003F=0.75","r3090000",68,39530,39982,39756,957.193122028781
"s=0.003F=0.75","r3090000",69,39982,40122,40052,932.595167448326
"s=0.003F=0.75","r3090000",70,40122,40739,40430.5,932.905374666254
"s=0.003F=0.75","r3090000",71,40739,40974,40856.5,1105.07958812412
"s=0.003F=0.75","r3090000",72,40974,43229,42101.5,1106.93678787212
"s=0.003F=0.75","r3090000",73,43229,44673,43951,1064.61629371706
"s=0.003F=0.75","r3090000",74,44673,45051,44862,989.929714262858
"s=0.003F=0.75","r3090000",75,45051,45107,45079,985.142514614855
"s=0.003F=0.75","r3090000",76,45107,45329,45218,985.452721832782
"s=0.003F=0.75","r3090000",77,45329,45934,45631.5,988.049387626125
"s=0.003F=0.75","r3090000",78,45934,46470,46202,988.049387626125
"s=0.003F=0.75","r3090000",79,46470,46539,46504.5,988.049387626125
"s=0.003F=0.75","r3090000",80,46539,46626,46582.5,987.726022539775
"s=0.003F=0.75","r3090000",81,46626,47001,46813.5,987.726022539775
"s=0.003F=0.75","r3090000",82,47001,47612,47306.5,1186.32603085969
"s=0.003F=0.75","r3090000",83,47612,47663,47637.5,1394.45719346807
"s=0.003F=0.75","r3090000",84,47663,47715,47689,1733.62839743603
"s=0.003F=0.75","r3090000",85,47715,48127,47921,1733.62839743603
"s=0.003F=0.75","r3090000",86,48127,48294,48210.5,1969.26364244358
"s=0.003F=0.75","r3090000",87,48294,49091,48692.5,1950.34040207598
"s=0.003F=0.75","r3090000",88,49091,49530,49310.5,1950.34040207598
"s=0.003F=0.75","r3090000",89,49530,50206,49868,1969.5874201658
"s=0.003F=0.75","r3090000",90,50206,50291,50248.5,1986.62185734143
"s=0.003F=0.75","r3090000",91,50291,51250,50770.5,1986.2980796192
"s=0.003F=0.75","r3090000",92,51250,51669,51459.5,1969.36645557544
"s=0.003F=0.75","r3090000",93,51669,51737,51703,1859.43506560934
"s=0.003F=0.75","r3090000",94,51737,51883,51810,1859.43506560934
"s=0.003F=0.75","r3090000",95,51883,52266,52074.5,2002.47121268787
"s=0.003F=0.75","r3090000",96,52266,52442,52354,2002.7949904101
"s=0.003F=0.75","r3090000",97,52442,53243,52842.5,1981.19252395476
"s=0.003F=0.75","r3090000",98,53243,53959,53601,1981.19252395476
"s=0.003F=0.75","r3090000",99,53959,54341,54150,2008.89384262157
"s=0.003F=0.75","r3090000",100,54341,54734,54537.5,2008.89384262157
"s=0.003F=0.75","r3090000",101,54734,55289,55011.5,2008.89384262157
"s=0.003F=0.75","r3090000",102,55289,55600,55444.5,2317.00306672933
"s=0.003F=0.75","r3090000",103,55600,55905,55752.5,2317.00306672933
"s=0.003F=0.75","r3090000",104,55905,57298,56601.5,2316.69285951141
"s=0.003F=0.75","r3090000",105,57298,57698,57498,2316.69285951141
"s=0.003F=0.75","r3090000",106,57698,58536,58117,2227.95134572654
"s=0.003F=0.75","r3090000",107,58536,59060,58798,2023.46979230208
"s=0.003F=0.75","r3090000",108,59060,59867,59463.5,2032.64407223928
"s=0.003F=0.75","r3090000",109,59867,60670,60268.5,2030.96266313337
"s=0.003F=0.75","r3090000",110,60670,60857,60763.5,2030.96266313337
"s=0.003F=0.75","r3090000",111,60857,61535,61196,2091.88178770212
"s=0.003F=0.75","r3090000",112,61535,61663,61599,2091.88178770212
"s=0.003F=0.75","r3090000",113,61663,63191,62427,2056.4884803552
"s=0.003F=0.75","r3090000",114,63191,64955,64073,2056.4884803552
"s=0.003F=0.75","r3090000",115,64955,65701,65328,2056.4884803552
"s=0.003F=0.75","r3090000",116,65701,66643,66172,2056.4884803552
"s=0.003F=0.75","r3090000",117,66643,66802,66722.5,2052.30712768872
"s=0.003F=0.75","r3090000",118,66802,67364,67083,2306.57087321127
"s=0.003F=0.75","r3090000",119,67364,67842,67603,2306.26066599334
"s=0.003F=0.75","r3090000",120,67842,68149,67995.5,2353.14870119299
"s=0.003F=0.75","r3090000",121,68149,68340,68244.5,2421.04270593294
"s=0.003F=0.75","r3090000",122,68340,70761,69550.5,2400.75587720123
"s=0.003F=0.75","r3090000",123,70761,71608,71184.5,2400.74230669693
"s=0.003F=0.75","r3090000",124,71608,73503,72555.5,2393.03600631994
"s=0.003F=0.75","r3090000",125,73503,74038,73770.5,2393.24394896051
"s=0.003F=0.75","r3090000",126,74038,74282,74160,2280.24977706223
"s=0.003F=0.75","r3090000",127,74282,75192,74737,2278.44343648564
"s=0.003F=0.75","r3090000",128,75192,76444,75818,2278.44343648564
"s=0.003F=0.75","r3090000",129,76444,77702,77073,2279.44343648564
"s=0.003F=0.75","r3090000",130,77702,78113,77907.5,2279.44343648564
"s=0.003F=0.75","r3090000",131,78113,78858,78485.5,2279.39019613804
"s=0.003F=0.75","r3090000",132,78858,80122,79490,2265.75477097229
"s=0.003F=0.75","r3090000",133,80122,80619,80370.5,2268.49233095669
"s=0.003F=0.75","r3090000",134,80619,80684,80651.5,2398.39866757332
"s=0.003F=0.75","r3090000",135,80684,81227,80955.5,2398.38509706903
"s=0.003F=0.75","r3090000",136,81227,82633,81930,2180.1907504525
"s=0.003F=0.75","r3090000",137,82633,82816,82724.5,2184.79146516535
"s=0.003F=0.75","r3090000",138,82816,83842,83329,2182.79984884151
"s=0.003F=0.75","r3090000",139,83842,84767,84304.5,2183.22918838812
"s=0.003F=0.75","r3090000",140,84767,85290,85028.5,2184.80503566964
