"scenario","file","tree_index","left","right","mid","distance"
"s=0.02F=0.5","r3020000",0,0,391,195.5,1189.93238447616
"s=0.02F=0.5","r3020000",1,391,1917,1154,1189.93238447616
"s=0.02F=0.5","r3020000",2,1917,2000,1958.5,1209.74515834842
"s=0.02F=0.5","r3020000",3,2000,3220,2610,1205.27060637394
"s=0.02F=0.5","r3020000",4,3220,3320,3270,1181.42830127699
"s=0.02F=0.5","r3020000",5,3320,5392,4356,1350.95465585344
"s=0.02F=0.5","r3020000",6,5392,6055,5723.5,1350.95465585344
"s=0.02F=0.5","r3020000",7,6055,6094,6074.5,1354.61811305887
"s=0.02F=0.5","r3020000",8,6094,7748,6921,1115.48587150129
"s=0.02F=0.5","r3020000",9,7748,8333,8040.5,1131.71412321877
"s=0.02F=0.5","r3020000",10,8333,8478,8405.5,1318.61945816542
"s=0.02F=0.5","r3020000",11,8478,9828,9153,1310.02277581224
"s=0.02F=0.5","r3020000",12,9828,10585,10206.5,1183.82806207938
"s=0.02F=0.5","r3020000",13,10585,11118,10851.5,1184.13826929731
"s=0.02F=0.5","r3020000",14,11118,12557,11837.5,1157.41824873751
"s=0.02F=0.5","r3020000",15,12557,12926,12741.5,1140.09614115859
"s=0.02F=0.5","r3020000",16,12926,13101,13013.5,1140.09614115859
"s=0.02F=0.5","r3020000",17,13101,13131,13116,1402.49761394386
"s=0.02F=0.5","r3020000",18,13131,13493,13312,1391.88325712743
"s=0.02F=0.5","r3020000",19,13493,13706,13599.5,1391.88325712743
"s=0.02F=0.5","r3020000",20,13706,14859,14282.5,1391.88325712743
"s=0.02F=0.5","r3020000",21,14859,14952,14905.5,1229.93428381716
"s=0.02F=0.5","r3020000",22,14952,15400,15176,1218.8848502315
"s=0.02F=0.5","r3020000",23,15400,17219,16309.5,1218.8848502315
"s=0.02F=0.5","r3020000",24,17219,18857,18038,1327.71485329147
"s=0.02F=0.5","r3020000",25,18857,19805,19331,1299.43926804732
"s=0.02F=0.5","r3020000",26,19805,19839,19822,1323.08975074249
"s=0.02F=0.5","r3020000",27,19839,19883,19861,1358.87866597334
"s=0.02F=0.5","r3020000",28,19883,20126,20004.5,1417.84363736363
"s=0.02F=0.5","r3020000",29,20126,20913,20519.5,1366.1462103379
"s=0.02F=0.5","r3020000",30,20913,21310,21111.5,1406.67865101349
"s=0.02F=0.5","r3020000",31,21310,21690,21500,1406.67865101349
"s=0.02F=0.5","r3020000",32,21690,22046,21868,1405.24103746963
"s=0.02F=0.5","r3020000",33,22046,23202,22624,1503.76307424926
"s=0.02F=0.5","r3020000",34,23202,23325,23263.5,1498.02741336587
"s=0.02F=0.5","r3020000",35,23325,23637,23481,1491.19203915961
"s=0.02F=0.5","r3020000",36,23637,24217,23927,1491.51581688183
"s=0.02F=0.5","r3020000",37,24217,24457,24337,1513.37753266467
"s=0.02F=0.5","r3020000",38,24457,24620,24538.5,1513.37753266467
"s=0.02F=0.5","r3020000",39,24620,27355,25987.5,1517.8850202298
"s=0.02F=0.5","r3020000",40,27355,29604,28479.5,1517.8850202298
"s=0.02F=0.5","r3020000",41,29604,29980,29792,1531.16553150469
"s=0.02F=0.5","r3020000",42,29980,30143,30061.5,1670.3713098469
"s=0.02F=0.5","r3020000",43,30143,30362,30252.5,1670.3713098469
"s=0.02F=0.5","r3020000",44,30362,30391,30376.5,1668.54826447736
"s=0.02F=0.5","r3020000",45,30391,30722,30556.5,1660.99867781322
"s=0.02F=0.5","r3020000",46,30722,30746,30734,1648.36861771382
"s=0.02F=0.5","r3020000",47,30746,32872,31809,1629.92005371946
"s=0.02F=0.5","r3020000",48,32872,32883,32877.5,1628.69361454386
"s=0.02F=0.5","r3020000",49,32883,33018,32950.5,1628.69361454386
"s=0.02F=0.5","r3020000",50,33018,33154,33086,1680.34445091549
"s=0.02F=0.5","r3020000",51,33154,33224,33189,1706.23307090929
"s=0.02F=0.5","r3020000",52,33224,33517,33370.5,1560.43587072129
"s=0.02F=0.5","r3020000",53,33517,33536,33526.5,1681.71383570164
"s=0.02F=0.5","r3020000",54,33536,33542,33539,1651.16799580004
"s=0.02F=0.5","r3020000",55,33542,33614,33578,1651.16799580004
"s=0.02F=0.5","r3020000",56,33614,33915,33764.5,1652.39443497565
"s=0.02F=0.5","r3020000",57,33915,34396,34155.5,1650.84421807782
"s=0.02F=0.5","r3020000",58,34396,34527,34461.5,1650.84421807782
"s=0.02F=0.5","r3020000",59,34527,34563,34545,1650.84421807782
"s=0.02F=0.5","r3020000",60,34563,34636,34599.5,1650.84421807782
"s=0.02F=0.5","r3020000",61,34636,34871,34753.5,1377.64590550095
"s=0.02F=0.5","r3020000",62,34871,35403,35137,1378.66996894031
"s=0.02F=0.5","r3020000",63,35403,35578,35490.5,1378.66996894031
"s=0.02F=0.5","r3020000",64,35578,35907,35742.5,1378.66996894031
"s=0.02F=0.5","r3020000",65,35907,35995,35951,1378.66996894031
"s=0.02F=0.5","r3020000",66,35995,36747,36371,1416.88013619864
"s=0.02F=0.5","r3020000",67,36747,36797,36772,1409.61262399376
"s=0.02F=0.5","r3020000",68,36797,36912,36854.5,1447.59549104509
"s=0.02F=0.5","r3020000",69,36912,37893,37402.5,1447.59549104509
"s=0.02F=0.5","r3020000",70,37893,38121,38007,1404.07710070899
"s=0.02F=0.5","r3020000",71,38121,38662,38391.5,1352.99753630464
"s=0.02F=0.5","r3020000",72,38662,39120,38891,1363.04457135429
"s=0.02F=0.5","r3020000",73,39120,39537,39328.5,1405.83334634654
"s=0.02F=0.5","r3020000",74,39537,39842,39689.5,1338.99882917171
"s=0.02F=0.5","r3020000",75,39842,40038,39940,1316.27316698833
"s=0.02F=0.5","r3020000",76,40038,40529,40283.5,1280.59216555834
"s=0.02F=0.5","r3020000",77,40529,41470,40999.5,1303.21653731463
"s=0.02F=0.5","r3020000",78,41470,41540,41505,1303.21653731463
"s=0.02F=0.5","r3020000",79,41540,41612,41576,1266.23608679913
"s=0.02F=0.5","r3020000",80,41612,41624,41618,1266.23608679913
"s=0.02F=0.5","r3020000",81,41624,43445,42534.5,1266.23608679913
"s=0.02F=0.5","r3020000",82,43445,43495,43470,1311.87278243218
"s=0.02F=0.5","r3020000",83,43495,44034,43764.5,1309.97119440806
"s=0.02F=0.5","r3020000",84,44034,44141,44087.5,1397.98840207598
"s=0.02F=0.5","r3020000",85,44141,45005,44573,1397.98840207598
"s=0.02F=0.5","r3020000",86,45005,45572,45288.5,1397.66462435376
"s=0.02F=0.5","r3020000",87,45572,45969,45770.5,1439.11251219488
"s=0.02F=0.5","r3020000",88,45969,46361,46165,1595.345299787
"s=0.02F=0.5","r3020000",89,46361,46554,46457.5,1563.79420745793
"s=0.02F=0.5","r3020000",90,46554,46934,46744,1481.08105298947
"s=0.02F=0.5","r3020000",91,46934,47990,47462,1481.0806403536
"s=0.02F=0.5","r3020000",92,47990,48593,48291.5,1573.85842545575
"s=0.02F=0.5","r3020000",93,48593,49332,48962.5,1538.36394056059
"s=0.02F=0.5","r3020000",94,49332,49658,49495,1518.74178558214
"s=0.02F=0.5","r3020000",95,49658,50445,50051.5,1537.87706654934
"s=0.02F=0.5","r3020000",96,50445,50470,50457.5,1519.54324884751
"s=0.02F=0.5","r3020000",97,50470,51678,51074,1519.54324884751
"s=0.02F=0.5","r3020000",98,51678,51976,51827,1517.93113384866
"s=0.02F=0.5","r3020000",99,51976,52518,52247,1537.55328882711
"s=0.02F=0.5","r3020000",100,52518,52895,52706.5,1538.53184544155
"s=0.02F=0.5","r3020000",101,52895,52944,52919.5,1574.83698207018
"s=0.02F=0.5","r3020000",102,52944,53099,53021.5,1550.2573401066
"s=0.02F=0.5","r3020000",103,53099,53402,53250.5,1450.68912354876
"s=0.02F=0.5","r3020000",104,53402,53671,53536.5,1483.65368158318
"s=0.02F=0.5","r3020000",105,53671,54061,53866,1483.65368158318
"s=0.02F=0.5","r3020000",106,54061,55205,54633,1483.65368158318
"s=0.02F=0.5","r3020000",107,55205,55337,55271,1483.65368158318
"s=0.02F=0.5","r3020000",108,55337,55617,55477,1483.65368158318
"s=0.02F=0.5","r3020000",109,55617,55788,55702.5,1479.65368158318
"s=0.02F=0.5","r3020000",110,55788,55923,55855.5,1478.0656300237
"s=0.02F=0.5","r3020000",111,55923,55944,55933.5,1481.37050377496
"s=0.02F=0.5","r3020000",112,55944,56054,55999,1571.53035665643
"s=0.02F=0.5","r3020000",113,56054,56100,56077,1571.53035665643
"s=0.02F=0.5","r3020000",114,56100,56213,56156.5,1571.53035665643
"s=0.02F=0.5","r3020000",115,56213,56436,56324.5,1624.81953688463
"s=0.02F=0.5","r3020000",116,56436,56732,56584,1436.74853559464
"s=0.02F=0.5","r3020000",117,56732,56862,56797,1437.74185278147
"s=0.02F=0.5","r3020000",118,56862,57553,57207.5,1437.74185278147
"s=0.02F=0.5","r3020000",119,57553,58255,57904,1385.99251259487
"s=0.02F=0.5","r3020000",120,58255,60057,59156,1378.83089949101
"s=0.02F=0.5","r3020000",121,60057,60236,60146.5,1339.78420515795
"s=0.02F=0.5","r3020000",122,60236,60744,60490,1339.52865811342
"s=0.02F=0.5","r3020000",123,60744,60757,60750.5,1415.24086795132
"s=0.02F=0.5","r3020000",124,60757,61973,61365,1425.59214939851
"s=0.02F=0.5","r3020000",125,61973,63171,62572,1409.12753356466
"s=0.02F=0.5","r3020000",126,63171,63574,63372.5,1381.9815300647
"s=0.02F=0.5","r3020000",127,63574,64726,64150,1381.9815300647
"s=0.02F=0.5","r3020000",128,64726,64903,64814.5,1427.18502394976
"s=0.02F=0.5","r3020000",129,64903,66029,65466,1162.4829598504
"s=0.02F=0.5","r3020000",130,66029,66906,66467.5,1162.91295211048
"s=0.02F=0.5","r3020000",131,66906,69022,67964,1162.4829598504
"s=0.02F=0.5","r3020000",132,69022,69996,69509,1166.44790484095
"s=0.02F=0.5","r3020000",133,69996,70643,70319.5,1170.21858129419
"s=0.02F=0.5","r3020000",134,70643,71926,71284.5,1170.9834203658
"s=0.02F=0.5","r3020000",135,71926,72404,72165,1139.80205921941
"s=0.02F=0.5","r3020000",136,72404,73304,72854,1136.61412341877
"s=0.02F=0.5","r3020000",137,73304,74174,73739,1136.61412341877
"s=0.02F=0.5","r3020000",138,74174,74809,74491.5,1145.41567804322
"s=0.02F=0.5","r3020000",139,74809,75341,75075,1145.41567804322
"s=0.02F=0.5","r3020000",140,75341,75345,75343,1136.28949610504
"s=0.02F=0.5","r3020000",141,75345,77134,76239.5,1136.28949610504
"s=0.02F=0.5","r3020000",142,77134,77322,77228,1136.28949610504
"s=0.02F=0.5","r3020000",143,77322,77939,77630.5,1136.28949610504
"s=0.02F=0.5","r3020000",144,77939,79470,78704.5,1137.51593528065
"s=0.02F=0.5","r3020000",145,79470,80401,79935.5,1137.51593528065
"s=0.02F=0.5","r3020000",146,80401,81332,80866.5,1163.46348172518
