"scenario","file","tree_index","left","right","mid","distance"
"s=0.02F=0.75","r3030000",0,0,4211,2105.5,2178.90710256898
"s=0.02F=0.75","r3030000",1,4211,4633,4422,2143.51379522205
"s=0.02F=0.75","r3030000",2,4633,4860,4746.5,2178.90710256898
"s=0.02F=0.75","r3030000",3,4860,4934,4897,2178.90710256898
"s=0.02F=0.75","r3030000",4,4934,5241,5087.5,2178.90710256898
"s=0.02F=0.75","r3030000",5,5241,7464,6352.5,2143.20358800412
"s=0.02F=0.75","r3030000",6,7464,8731,8097.5,1962.89064121359
"s=0.02F=0.75","r3030000",7,8731,8874,8802.5,1962.89064121359
"s=0.02F=0.75","r3030000",8,8874,9245,9059.5,1962.99181876181
"s=0.02F=0.75","r3030000",9,9245,10478,9861.5,2008.76465647344
"s=0.02F=0.75","r3030000",10,10478,11498,10988,2008.76465647344
"s=0.02F=0.75","r3030000",11,11498,11499,11498.5,2008.76465647344
"s=0.02F=0.75","r3030000",12,11499,11899,11699,2008.76465647344
"s=0.02F=0.75","r3030000",13,11899,12358,12128.5,2008.76465647344
"s=0.02F=0.75","r3030000",14,12358,12840,12599,2008.76465647344
"s=0.02F=0.75","r3030000",15,12840,13047,12943.5,2029.28433207668
"s=0.02F=0.75","r3030000",16,13047,13205,13126,2008.76465647344
"s=0.02F=0.75","r3030000",17,13205,13408,13306.5,2008.76465647344
"s=0.02F=0.75","r3030000",18,13408,14345,13876.5,2006.82454771452
"s=0.02F=0.75","r3030000",19,14345,15849,15097,2025.6962805172
"s=0.02F=0.75","r3030000",20,15849,16205,16027,2025.6962805172
"s=0.02F=0.75","r3030000",21,16205,16283,16244,2025.6962805172
"s=0.02F=0.75","r3030000",22,16283,17383,16833,2025.6962805172
"s=0.02F=0.75","r3030000",23,17383,17589,17486,2025.6962805172
"s=0.02F=0.75","r3030000",24,17589,17593,17591,2025.6962805172
"s=0.02F=0.75","r3030000",25,17593,18373,17983,2025.6962805172
"s=0.02F=0.75","r3030000",26,18373,19003,18688,2025.6962805172
"s=0.02F=0.75","r3030000",27,19003,19334,19168.5,2025.6962805172
"s=0.02F=0.75","r3030000",28,19334,21621,20477.5,2048.58258381416
"s=0.02F=0.75","r3030000",29,21621,23751,22686,1864.54937246628
"s=0.02F=0.75","r3030000",30,23751,23814,23782.5,1864.54937246628
"s=0.02F=0.75","r3030000",31,23814,23825,23819.5,1864.54937246628
"s=0.02F=0.75","r3030000",32,23825,26452,25138.5,1697.82684081159
"s=0.02F=0.75","r3030000",33,26452,27001,26726.5,1747.31135212648
"s=0.02F=0.75","r3030000",34,27001,27422,27211.5,1747.31135212648
"s=0.02F=0.75","r3030000",35,27422,28439,27930.5,1747.31135212648
"s=0.02F=0.75","r3030000",36,28439,29285,28862,1747.31135212648
"s=0.02F=0.75","r3030000",37,29285,29356,29320.5,1747.31135212648
"s=0.02F=0.75","r3030000",38,29356,29466,29411,1756.50609633904
"s=0.02F=0.75","r3030000",39,29466,29591,29528.5,1756.50609633904
"s=0.02F=0.75","r3030000",40,29591,29694,29642.5,1671.89655867441
"s=0.02F=0.75","r3030000",41,29694,29750,29722,1654.64115690843
"s=0.02F=0.75","r3030000",42,29750,30024,29887,1654.96493463065
"s=0.02F=0.75","r3030000",43,30024,30033,30028.5,1652.97427677723
"s=0.02F=0.75","r3030000",44,30033,30894,30463.5,1652.97427677723
"s=0.02F=0.75","r3030000",45,30894,31897,31395.5,1652.97427677723
"s=0.02F=0.75","r3030000",46,31897,33534,32715.5,1652.97427677723
"s=0.02F=0.75","r3030000",47,33534,33806,33670,1652.97427677723
"s=0.02F=0.75","r3030000",48,33806,34615,34210.5,1652.97427677723
"s=0.02F=0.75","r3030000",49,34615,35176,34895.5,1652.97427677723
"s=0.02F=0.75","r3030000",50,35176,36273,35724.5,1613.70276717233
"s=0.02F=0.75","r3030000",51,36273,38980,37626.5,1562.55993124069
"s=0.02F=0.75","r3030000",52,38980,39364,39172,1566.04790396096
"s=0.02F=0.75","r3030000",53,39364,40199,39781.5,1566.04790396096
"s=0.02F=0.75","r3030000",54,40199,40712,40455.5,1566.35811117889
"s=0.02F=0.75","r3030000",55,40712,41888,41300,1566.35811117889
"s=0.02F=0.75","r3030000",56,41888,44134,43011,1598.49846569534
"s=0.02F=0.75","r3030000",57,44134,44298,44216,1666.35033605664
"s=0.02F=0.75","r3030000",58,44298,44760,44529,1666.35033605664
"s=0.02F=0.75","r3030000",59,44760,45208,44984,1634.24536598634
"s=0.02F=0.75","r3030000",60,45208,45360,45284,1595.34535546645
"s=0.02F=0.75","r3030000",61,45360,47425,46392.5,1595.34535546645
"s=0.02F=0.75","r3030000",62,47425,47759,47592,1595.34535546645
