"scenario","file","tree_index","left","right","mid","distance"
"s=0.01F=0.25","r3040000",0,0,1322,661,3652117.73121288
"s=0.01F=0.25","r3040000",1,1322,1404,1363,3639178.42291312
"s=0.01F=0.25","r3040000",2,1404,1410,1407,4415653.95622465
"s=0.01F=0.25","r3040000",3,1410,1788,1599,3866646.96401326
"s=0.01F=0.25","r3040000",4,1788,1881,1834.5,3918130.41970224
"s=0.01F=0.25","r3040000",5,1881,2132,2006.5,3872200.97521532
"s=0.01F=0.25","r3040000",6,2132,2710,2421,3498829.52338536
"s=0.01F=0.25","r3040000",7,2710,3533,3121.5,3606769.05243787
"s=0.01F=0.25","r3040000",8,3533,3546,3539.5,3600091.62426888
"s=0.01F=0.25","r3040000",9,3546,4350,3948,3802226.62360836
"s=0.01F=0.25","r3040000",10,4350,4747,4548.5,5905424.57891026
"s=0.01F=0.25","r3040000",11,4747,4867,4807,6816892.2938145
"s=0.01F=0.25","r3040000",12,4867,5248,5057.5,4955244.33377508
"s=0.01F=0.25","r3040000",13,5248,5374,5311,5421723.47000943
"s=0.01F=0.25","r3040000",14,5374,7712,6543,5396044.61542866
"s=0.01F=0.25","r3040000",15,7712,7964,7838,7589045.67947674
"s=0.01F=0.25","r3040000",16,7964,8142,8053,6752386.33515855
"s=0.01F=0.25","r3040000",17,8142,8234,8188,6004966.79647968
"s=0.01F=0.25","r3040000",18,8234,8784,8509,7180367.24483838
"s=0.01F=0.25","r3040000",19,8784,9083,8933.5,7380259.3558631
"s=0.01F=0.25","r3040000",20,9083,9355,9219,7652433.24188824
"s=0.01F=0.25","r3040000",21,9355,10108,9731.5,7501640.1797489
"s=0.01F=0.25","r3040000",22,10108,10823,10465.5,7060239.78143188
"s=0.01F=0.25","r3040000",23,10823,11844,11333.5,6565717.44481832
"s=0.01F=0.25","r3040000",24,11844,12626,12235,6487193.82321988
"s=0.01F=0.25","r3040000",25,12626,12720,12673,6564600.92477699
"s=0.01F=0.25","r3040000",26,12720,12722,12721,6593222.65070046
"s=0.01F=0.25","r3040000",27,12722,12967,12844.5,8372790.86487681
"s=0.01F=0.25","r3040000",28,12967,13077,13022,8576982.79529099
"s=0.01F=0.25","r3040000",29,13077,13460,13268.5,7762283.73607489
"s=0.01F=0.25","r3040000",30,13460,13546,13503,7734321.97920296
"s=0.01F=0.25","r3040000",31,13546,14106,13826,6770569.34428403
"s=0.01F=0.25","r3040000",32,14106,14240,14173,4368228.30616003
"s=0.01F=0.25","r3040000",33,14240,14669,14454.5,6770569.34428403
"s=0.01F=0.25","r3040000",34,14669,15303,14986,6794082.30683882
"s=0.01F=0.25","r3040000",35,15303,15729,15516,6750625.56016632
"s=0.01F=0.25","r3040000",36,15729,15836,15782.5,8685783.35629438
"s=0.01F=0.25","r3040000",37,15836,15995,15915.5,9054333.57325181
"s=0.01F=0.25","r3040000",38,15995,17185,16590,7710838.27405101
"s=0.01F=0.25","r3040000",39,17185,18734,17959.5,7331073.74921679
"s=0.01F=0.25","r3040000",40,18734,19158,18946,7400395.46608271
"s=0.01F=0.25","r3040000",41,19158,19467,19312.5,5278993.49166304
"s=0.01F=0.25","r3040000",42,19467,19485,19476,10884622.8015957
"s=0.01F=0.25","r3040000",43,19485,19552,19518.5,12760477.0986931
"s=0.01F=0.25","r3040000",44,19552,20999,20275.5,10816616.8423546
"s=0.01F=0.25","r3040000",45,20999,21342,21170.5,11909101.8777644
"s=0.01F=0.25","r3040000",46,21342,21705,21523.5,9629358.75256549
"s=0.01F=0.25","r3040000",47,21705,22176,21940.5,5202277.81217834
"s=0.01F=0.25","r3040000",48,22176,22619,22397.5,5767531.02394042
"s=0.01F=0.25","r3040000",49,22619,23426,23022.5,6092493.21656956
"s=0.01F=0.25","r3040000",50,23426,24226,23826,5375604.38368338
"s=0.01F=0.25","r3040000",51,24226,24858,24542,5426098.83987696
"s=0.01F=0.25","r3040000",52,24858,24957,24907.5,5378369.72622774
"s=0.01F=0.25","r3040000",53,24957,25110,25033.5,5415444.69969799
"s=0.01F=0.25","r3040000",54,25110,26530,25820,4550283.31758626
"s=0.01F=0.25","r3040000",55,26530,26753,26641.5,4581533.4355287
"s=0.01F=0.25","r3040000",56,26753,26828,26790.5,4631427.91628629
"s=0.01F=0.25","r3040000",57,26828,27323,27075.5,5010791.51075203
"s=0.01F=0.25","r3040000",58,27323,28376,27849.5,4839809.75261663
"s=0.01F=0.25","r3040000",59,28376,28660,28518,5412788.93007535
"s=0.01F=0.25","r3040000",60,28660,29040,28850,5286037.2123534
"s=0.01F=0.25","r3040000",61,29040,29044,29042,5296691.35253237
"s=0.01F=0.25","r3040000",62,29044,29445,29244.5,5343565.73457842
"s=0.01F=0.25","r3040000",63,29445,29521,29483,3804388.15437025
"s=0.01F=0.25","r3040000",64,29521,29983,29752,4554524.41696497
"s=0.01F=0.25","r3040000",65,29983,31862,30922.5,6041622.57981795
"s=0.01F=0.25","r3040000",66,31862,31865,31863.5,6266532.93215543
"s=0.01F=0.25","r3040000",67,31865,32074,31969.5,3551060.40719466
"s=0.01F=0.25","r3040000",68,32074,32167,32120.5,3487037.11938798
"s=0.01F=0.25","r3040000",69,32167,32899,32533,3551060.40719466
"s=0.01F=0.25","r3040000",70,32899,33229,33064,3539335.19499226
"s=0.01F=0.25","r3040000",71,33229,34862,34045.5,3231604.89149091
"s=0.01F=0.25","r3040000",72,34862,34934,34898,3221971.48703592
"s=0.01F=0.25","r3040000",73,34934,36070,35502,3665582.91720424
"s=0.01F=0.25","r3040000",74,36070,36265,36167.5,3641401.37472083
"s=0.01F=0.25","r3040000",75,36265,36610,36437.5,3615014.2716622
"s=0.01F=0.25","r3040000",76,36610,38156,37383,3665582.91720424
"s=0.01F=0.25","r3040000",77,38156,38241,38198.5,3626135.07302774
"s=0.01F=0.25","r3040000",78,38241,38492,38366.5,3472807.61425537
"s=0.01F=0.25","r3040000",79,38492,39899,39195.5,3533782.62380228
