"scenario","file","tree_index","left","right","mid","distance"
"s=0.001F=0.75","r3120000",0,0,1532,766,4068940.45147769
"s=0.001F=0.75","r3120000",1,1532,2119,1825.5,3773332.00669865
"s=0.001F=0.75","r3120000",2,2119,2224,2171.5,3708368.5544326
"s=0.001F=0.75","r3120000",3,2224,2276,2250,3716645.49702958
"s=0.001F=0.75","r3120000",4,2276,2729,2502.5,3736542.52755203
"s=0.001F=0.75","r3120000",5,2729,3453,3091,4610349.25520224
"s=0.001F=0.75","r3120000",6,3453,3608,3530.5,5272861.67037583
"s=0.001F=0.75","r3120000",7,3608,4053,3830.5,5160120.82265098
"s=0.001F=0.75","r3120000",8,4053,4177,4115,5204447.30882679
"s=0.001F=0.75","r3120000",9,4177,4695,4436,5134465.92388544
"s=0.001F=0.75","r3120000",10,4695,4738,4716.5,4841145.13026009
"s=0.001F=0.75","r3120000",11,4738,5453,5095.5,4036907.47583347
"s=0.001F=0.75","r3120000",12,5453,5652,5552.5,3980872.88405264
"s=0.001F=0.75","r3120000",13,5652,5788,5720,3769362.90143166
"s=0.001F=0.75","r3120000",14,5788,5861,5824.5,3472531.8953403
"s=0.001F=0.75","r3120000",15,5861,7206,6533.5,3506323.73139276
"s=0.001F=0.75","r3120000",16,7206,7265,7235.5,3440316.01608734
"s=0.001F=0.75","r3120000",17,7265,7336,7300.5,3588385.50629086
"s=0.001F=0.75","r3120000",18,7336,8506,7921,3625674.63089979
"s=0.001F=0.75","r3120000",19,8506,9156,8831,3615590.41845261
"s=0.001F=0.75","r3120000",20,9156,10196,9676,3634609.70376449
"s=0.001F=0.75","r3120000",21,10196,10273,10234.5,3635469.5061232
"s=0.001F=0.75","r3120000",22,10273,10357,10315,3734608.7494126
"s=0.001F=0.75","r3120000",23,10357,10799,10578,3652622.58744041
"s=0.001F=0.75","r3120000",24,10799,12393,11596,3483052.66363305
"s=0.001F=0.75","r3120000",25,12393,14132,13262.5,2863640.87062512
"s=0.001F=0.75","r3120000",26,14132,14763,14447.5,2807227.74778569
"s=0.001F=0.75","r3120000",27,14763,14780,14771.5,2869144.46694218
"s=0.001F=0.75","r3120000",28,14780,15860,15320,2836473.49095336
"s=0.001F=0.75","r3120000",29,15860,15999,15929.5,2892258.1958059
"s=0.001F=0.75","r3120000",30,15999,16417,16208,3314569.81399806
"s=0.001F=0.75","r3120000",31,16417,16744,16580.5,3290948.45689666
"s=0.001F=0.75","r3120000",32,16744,16752,16748,3627811.86899174
"s=0.001F=0.75","r3120000",33,16752,18051,17401.5,3620965.44299862
"s=0.001F=0.75","r3120000",34,18051,19343,18697,3601991.455545
"s=0.001F=0.75","r3120000",35,19343,19458,19400.5,3428193.91339718
"s=0.001F=0.75","r3120000",36,19458,19486,19472,3464699.12171915
"s=0.001F=0.75","r3120000",37,19486,20766,20126,3334591.20787438
"s=0.001F=0.75","r3120000",38,20766,20985,20875.5,3930504.56031368
"s=0.001F=0.75","r3120000",39,20985,21725,21355,4322334.36647795
"s=0.001F=0.75","r3120000",40,21725,22641,22183,3634415.69705842
"s=0.001F=0.75","r3120000",41,22641,23819,23230,3640103.88776431
"s=0.001F=0.75","r3120000",42,23819,25977,24898,3732907.09432293
"s=0.001F=0.75","r3120000",43,25977,28134,27055.5,4065200.53418405
"s=0.001F=0.75","r3120000",44,28134,28277,28205.5,3751980.85768881
"s=0.001F=0.75","r3120000",45,28277,29297,28787,3631011.08735415
"s=0.001F=0.75","r3120000",46,29297,31568,30432.5,3598777.08401387
"s=0.001F=0.75","r3120000",47,31568,31678,31623,3546138.02803459
"s=0.001F=0.75","r3120000",48,31678,32656,32167,3500152.81825489
"s=0.001F=0.75","r3120000",49,32656,33148,32902,3576443.96077221
"s=0.001F=0.75","r3120000",50,33148,33346,33247,3639689.13505027
"s=0.001F=0.75","r3120000",51,33346,33909,33627.5,3046831.89219766
"s=0.001F=0.75","r3120000",52,33909,34006,33957.5,3105993.72650399
"s=0.001F=0.75","r3120000",53,34006,34457,34231.5,3122117.0947588
"s=0.001F=0.75","r3120000",54,34457,34545,34501,3155913.71098383
"s=0.001F=0.75","r3120000",55,34545,35225,34885,3164648.12939084
"s=0.001F=0.75","r3120000",56,35225,35535,35380,3341485.49906872
"s=0.001F=0.75","r3120000",57,35535,36433,35984,3322878.74870365
"s=0.001F=0.75","r3120000",58,36433,36445,36439,3340790.31614261
"s=0.001F=0.75","r3120000",59,36445,36836,36640.5,3359579.96932404
"s=0.001F=0.75","r3120000",60,36836,37123,36979.5,3510522.19834103
"s=0.001F=0.75","r3120000",61,37123,37396,37259.5,3345351.06162072
"s=0.001F=0.75","r3120000",62,37396,37445,37420.5,3332522.55245064
"s=0.001F=0.75","r3120000",63,37445,37531,37488,3362941.82149603
"s=0.001F=0.75","r3120000",64,37531,39213,38372,3230810.434432
"s=0.001F=0.75","r3120000",65,39213,39494,39353.5,3453123.6151069
