"scenario","file","tree_index","left","right","mid","distance"
"s=0.001F=0.75","r3120000",0,0,1532,766,790.212271437286
"s=0.001F=0.75","r3120000",1,1532,2119,1825.5,939.364390236098
"s=0.001F=0.75","r3120000",2,2119,2224,2171.5,902.060865271348
"s=0.001F=0.75","r3120000",3,2224,2276,2250,907.254459975401
"s=0.001F=0.75","r3120000",4,2276,2729,2502.5,896.881643783563
"s=0.001F=0.75","r3120000",5,2729,3453,3091,1094.75725606744
"s=0.001F=0.75","r3120000",6,3453,3608,3530.5,1196.63738294617
"s=0.001F=0.75","r3120000",7,3608,4053,3830.5,1140.25658659413
"s=0.001F=0.75","r3120000",8,4053,4177,4115,1140.25658659413
"s=0.001F=0.75","r3120000",9,4177,4695,4436,1153.81046641534
"s=0.001F=0.75","r3120000",10,4695,4738,4716.5,1144.61572220278
"s=0.001F=0.75","r3120000",11,4738,5453,5095.5,1034.02364180358
"s=0.001F=0.75","r3120000",12,5453,5652,5552.5,1048.20192434076
"s=0.001F=0.75","r3120000",13,5652,5788,5720,1012.48483927161
"s=0.001F=0.75","r3120000",14,5788,5861,5824.5,972.19957812422
"s=0.001F=0.75","r3120000",15,5861,7206,6533.5,972.19957812422
"s=0.001F=0.75","r3120000",16,7206,7265,7235.5,972.19957812422
"s=0.001F=0.75","r3120000",17,7265,7336,7300.5,954.267541444586
"s=0.001F=0.75","r3120000",18,7336,8506,7921,953.957334226659
"s=0.001F=0.75","r3120000",19,8506,9156,8831,954.267541444586
"s=0.001F=0.75","r3120000",20,9156,10196,9676,954.267541444586
"s=0.001F=0.75","r3120000",21,10196,10273,10234.5,954.267541444586
"s=0.001F=0.75","r3120000",22,10273,10357,10315,1036.56504790952
"s=0.001F=0.75","r3120000",23,10357,10799,10578,1036.56504790952
"s=0.001F=0.75","r3120000",24,10799,12393,11596,1009.91179604204
"s=0.001F=0.75","r3120000",25,12393,14132,13262.5,700.891300166999
"s=0.001F=0.75","r3120000",26,14132,14763,14447.5,700.891300166999
"s=0.001F=0.75","r3120000",27,14763,14780,14771.5,698.376228917711
"s=0.001F=0.75","r3120000",28,14780,15860,15320,698.275051369487
"s=0.001F=0.75","r3120000",29,15860,15999,15929.5,631.772337676624
"s=0.001F=0.75","r3120000",30,15999,16417,16208,768.854572694273
"s=0.001F=0.75","r3120000",31,16417,16744,16580.5,768.854572694273
"s=0.001F=0.75","r3120000",32,16744,16752,16748,768.854572694273
"s=0.001F=0.75","r3120000",33,16752,18051,17401.5,824.574705732943
"s=0.001F=0.75","r3120000",34,18051,19343,18697,823.473274907251
"s=0.001F=0.75","r3120000",35,19343,19458,19400.5,823.473274907251
"s=0.001F=0.75","r3120000",36,19458,19486,19472,807.848240597594
"s=0.001F=0.75","r3120000",37,19486,20766,20126,807.848240597594
"s=0.001F=0.75","r3120000",38,20766,20985,20875.5,813.567771082289
"s=0.001F=0.75","r3120000",39,20985,21725,21355,856.658933850662
"s=0.001F=0.75","r3120000",40,21725,22641,22183,828.21607107929
"s=0.001F=0.75","r3120000",41,22641,23819,23230,828.21607107929
"s=0.001F=0.75","r3120000",42,23819,25977,24898,945.530250977491
"s=0.001F=0.75","r3120000",43,25977,28134,27055.5,1005.8891597884
"s=0.001F=0.75","r3120000",44,28134,28277,28205.5,766.631314206858
"s=0.001F=0.75","r3120000",45,28277,29297,28787,779.131501284988
"s=0.001F=0.75","r3120000",46,29297,31568,30432.5,780.489472185279
"s=0.001F=0.75","r3120000",47,31568,31678,31623,780.489472185279
"s=0.001F=0.75","r3120000",48,31678,32656,32167,888.933646383537
"s=0.001F=0.75","r3120000",49,32656,33148,32902,888.933646383537
"s=0.001F=0.75","r3120000",50,33148,33346,33247,954.267203447966
"s=0.001F=0.75","r3120000",51,33346,33909,33627.5,939.046515734843
"s=0.001F=0.75","r3120000",52,33909,34006,33957.5,939.046515734843
"s=0.001F=0.75","r3120000",53,34006,34457,34231.5,927.071217807822
"s=0.001F=0.75","r3120000",54,34457,34545,34501,927.071217807822
"s=0.001F=0.75","r3120000",55,34545,35225,34885,925.675585684143
"s=0.001F=0.75","r3120000",56,35225,35535,35380,925.675585684143
"s=0.001F=0.75","r3120000",57,35535,36433,35984,925.675585684143
"s=0.001F=0.75","r3120000",58,36433,36445,36439,925.675585684143
"s=0.001F=0.75","r3120000",59,36445,36836,36640.5,1000.40235345647
"s=0.001F=0.75","r3120000",60,36836,37123,36979.5,1097.58844623554
"s=0.001F=0.75","r3120000",61,37123,37396,37259.5,1097.58844623554
"s=0.001F=0.75","r3120000",62,37396,37445,37420.5,1038.87994324057
"s=0.001F=0.75","r3120000",63,37445,37531,37488,1057.21648379516
"s=0.001F=0.75","r3120000",64,37531,39213,38372,972.69888209118
"s=0.001F=0.75","r3120000",65,39213,39494,39353.5,921.413801581985
"s=0.001F=0.75","r3120000",66,39494,40030,39762,921.139306646934
"s=0.001F=0.75","r3120000",67,40030,41016,40523,969.893536544635
"s=0.001F=0.75","r3120000",68,41016,41197,41106.5,961.686836131639
"s=0.001F=0.75","r3120000",69,41197,42180,41688.5,930.974109738903
"s=0.001F=0.75","r3120000",70,42180,42202,42191,833.599890601095
"s=0.001F=0.75","r3120000",71,42202,44060,43131,969.917431265688
"s=0.001F=0.75","r3120000",72,44060,45239,44649.5,953.116904630954
"s=0.001F=0.75","r3120000",73,45239,46385,45812,1021.46939174608
"s=0.001F=0.75","r3120000",74,46385,46597,46491,1065.23539752603
"s=0.001F=0.75","r3120000",75,46597,46872,46734.5,986.651334406656
"s=0.001F=0.75","r3120000",76,46872,47368,47120,1050.92210913891
"s=0.001F=0.75","r3120000",77,47368,47664,47516,1050.92210913891
"s=0.001F=0.75","r3120000",78,47664,48427,48045.5,1052.34193294067
"s=0.001F=0.75","r3120000",79,48427,49061,48744,1107.34029239708
