"scenario","file","tree_index","left","right","mid","distance"
"s=0.01F=0.25","r3040000",0,0,1322,661,1926.11365202348
"s=0.01F=0.25","r3040000",1,1322,1404,1363,1926.11365202348
"s=0.01F=0.25","r3040000",2,1404,1410,1407,2138.47395082049
"s=0.01F=0.25","r3040000",3,1410,1788,1599,2110.24551070489
"s=0.01F=0.25","r3040000",4,1788,1881,1834.5,2112.2375396646
"s=0.01F=0.25","r3040000",5,1881,2132,2006.5,2103.85961328387
"s=0.01F=0.25","r3040000",6,2132,2710,2421,2077.18379596204
"s=0.01F=0.25","r3040000",7,2710,3533,3121.5,2077.18379596204
"s=0.01F=0.25","r3040000",8,3533,3546,3539.5,1792.10280125199
"s=0.01F=0.25","r3040000",9,3546,4350,3948,1792.10280125199
"s=0.01F=0.25","r3040000",10,4350,4747,4548.5,1792.42657897421
"s=0.01F=0.25","r3040000",11,4747,4867,4807,2013.11237539625
"s=0.01F=0.25","r3040000",12,4867,5248,5057.5,2013.11237539625
"s=0.01F=0.25","r3040000",13,5248,5374,5311,2161.76518206818
"s=0.01F=0.25","r3040000",14,5374,7712,6543,2161.76518206818
"s=0.01F=0.25","r3040000",15,7712,7964,7838,2197.15848941511
"s=0.01F=0.25","r3040000",16,7964,8142,8053,1901.89073569264
"s=0.01F=0.25","r3040000",17,8142,8234,8188,1901.89073569264
"s=0.01F=0.25","r3040000",18,8234,8784,8509,1901.89073569264
"s=0.01F=0.25","r3040000",19,8784,9083,8933.5,1901.89073569264
"s=0.01F=0.25","r3040000",20,9083,9355,9219,2165.60578646214
"s=0.01F=0.25","r3040000",21,9355,10108,9731.5,2131.93985600144
"s=0.01F=0.25","r3040000",22,10108,10823,10465.5,2131.93985600144
"s=0.01F=0.25","r3040000",23,10823,11844,11333.5,2037.96184778152
"s=0.01F=0.25","r3040000",24,11844,12626,12235,2037.96184778152
"s=0.01F=0.25","r3040000",25,12626,12720,12673,2037.96184778152
"s=0.01F=0.25","r3040000",26,12720,12722,12721,2040.02244725553
"s=0.01F=0.25","r3040000",27,12722,12967,12844.5,2040.02244725553
"s=0.01F=0.25","r3040000",28,12967,13077,13022,2113.13569204308
"s=0.01F=0.25","r3040000",29,13077,13460,13268.5,2113.13569204308
"s=0.01F=0.25","r3040000",30,13460,13546,13503,2126.9644403956
"s=0.01F=0.25","r3040000",31,13546,14106,13826,2126.9644403956
"s=0.01F=0.25","r3040000",32,14106,14240,14173,2126.9644403956
"s=0.01F=0.25","r3040000",33,14240,14669,14454.5,2126.9644403956
"s=0.01F=0.25","r3040000",34,14669,15303,14986,2195.94637177628
"s=0.01F=0.25","r3040000",35,15303,15729,15516,2195.94637177628
"s=0.01F=0.25","r3040000",36,15729,15836,15782.5,2315.6944503755
"s=0.01F=0.25","r3040000",37,15836,15995,15915.5,2305.68402607974
"s=0.01F=0.25","r3040000",38,15995,17185,16590,2305.68402607974
"s=0.01F=0.25","r3040000",39,17185,18734,17959.5,2205.22033455665
"s=0.01F=0.25","r3040000",40,18734,19158,18946,2237.89051953481
"s=0.01F=0.25","r3040000",41,19158,19467,19312.5,2202.49721218788
"s=0.01F=0.25","r3040000",42,19467,19485,19476,2237.89051953481
"s=0.01F=0.25","r3040000",43,19485,19552,19518.5,2237.89051953481
"s=0.01F=0.25","r3040000",44,19552,20999,20275.5,2237.89051953481
