"scenario","file","tree_index","left","right","mid","distance"
"s=0.003F=0.5","r3080000",0,0,809,404.5,4670203.19536166
"s=0.003F=0.5","r3080000",1,809,2212,1510.5,7036730.98957409
"s=0.003F=0.5","r3080000",2,2212,2516,2364,7498622.1324466
"s=0.003F=0.5","r3080000",3,2516,2778,2647,7618505.30337553
"s=0.003F=0.5","r3080000",4,2778,3126,2952,6543141.7436261
"s=0.003F=0.5","r3080000",5,3126,4467,3796.5,6708188.5786441
"s=0.003F=0.5","r3080000",6,4467,5038,4752.5,4636441.21427691
"s=0.003F=0.5","r3080000",7,5038,5654,5346,7382807.07869133
"s=0.003F=0.5","r3080000",8,5654,6095,5874.5,4979913.26510959
"s=0.003F=0.5","r3080000",9,6095,6884,6489.5,4968390.45641254
"s=0.003F=0.5","r3080000",10,6884,6894,6889,7951253.50467912
"s=0.003F=0.5","r3080000",11,6894,6962,6928,4527301.19271022
"s=0.003F=0.5","r3080000",12,6962,7010,6986,3991201.96104698
"s=0.003F=0.5","r3080000",13,7010,8294,7652,4000423.10537703
"s=0.003F=0.5","r3080000",14,8294,9579,8936.5,6033837.66486167
"s=0.003F=0.5","r3080000",15,9579,10344,9961.5,5466982.50814203
"s=0.003F=0.5","r3080000",16,10344,10897,10620.5,3906791.32136145
"s=0.003F=0.5","r3080000",17,10897,11191,11044,3902891.24947404
"s=0.003F=0.5","r3080000",18,11191,11379,11285,3871542.65974109
"s=0.003F=0.5","r3080000",19,11379,13311,12345,3844576.71699728
"s=0.003F=0.5","r3080000",20,13311,13546,13428.5,4230927.69386012
"s=0.003F=0.5","r3080000",21,13546,14510,14028,4492527.28745042
"s=0.003F=0.5","r3080000",22,14510,15231,14870.5,4558875.8904745
"s=0.003F=0.5","r3080000",23,15231,15693,15462,4350719.75151158
"s=0.003F=0.5","r3080000",24,15693,15837,15765,4087747.3479771
"s=0.003F=0.5","r3080000",25,15837,16455,16146,3928241.03191047
"s=0.003F=0.5","r3080000",26,16455,16653,16554,3953518.75497854
"s=0.003F=0.5","r3080000",27,16653,16878,16765.5,3763050.49524252
"s=0.003F=0.5","r3080000",28,16878,19094,17986,3821035.17529572
"s=0.003F=0.5","r3080000",29,19094,20197,19645.5,4085697.8727811
"s=0.003F=0.5","r3080000",30,20197,20466,20331.5,4300113.71875547
"s=0.003F=0.5","r3080000",31,20466,21105,20785.5,4300934.17374076
"s=0.003F=0.5","r3080000",32,21105,21706,21405.5,4374487.31311516
"s=0.003F=0.5","r3080000",33,21706,23041,22373.5,4838385.1824863
"s=0.003F=0.5","r3080000",34,23041,24284,23662.5,4214023.56478098
"s=0.003F=0.5","r3080000",35,24284,25002,24643,4201089.14152176
"s=0.003F=0.5","r3080000",36,25002,26567,25784.5,4128988.22248196
"s=0.003F=0.5","r3080000",37,26567,26836,26701.5,4116346.25408974
"s=0.003F=0.5","r3080000",38,26836,28209,27522.5,3930523.74436157
"s=0.003F=0.5","r3080000",39,28209,28315,28262,4084342.57771879
"s=0.003F=0.5","r3080000",40,28315,29454,28884.5,4082667.67487173
"s=0.003F=0.5","r3080000",41,29454,29804,29629,4112394.7677604
"s=0.003F=0.5","r3080000",42,29804,30070,29937,4141166.77728967
"s=0.003F=0.5","r3080000",43,30070,30720,30395,4171176.18587349
"s=0.003F=0.5","r3080000",44,30720,31444,31082,4186550.86775377
"s=0.003F=0.5","r3080000",45,31444,31777,31610.5,4154500.96146474
"s=0.003F=0.5","r3080000",46,31777,31939,31858,4039432.0707894
"s=0.003F=0.5","r3080000",47,31939,32970,32454.5,3963782.12270023
"s=0.003F=0.5","r3080000",48,32970,33945,33457.5,3945197.63817801
"s=0.003F=0.5","r3080000",49,33945,34578,34261.5,3971599.02025036
"s=0.003F=0.5","r3080000",50,34578,35515,35046.5,3950988.11068406
"s=0.003F=0.5","r3080000",51,35515,35662,35588.5,3968213.95573501
"s=0.003F=0.5","r3080000",52,35662,35876,35769,3938783.79953026
"s=0.003F=0.5","r3080000",53,35876,36928,36402,3968213.95573501
"s=0.003F=0.5","r3080000",54,36928,36947,36937.5,4214224.97951266
"s=0.003F=0.5","r3080000",55,36947,38649,37798,4203606.89779309
"s=0.003F=0.5","r3080000",56,38649,38944,38796.5,3870968.41961089
"s=0.003F=0.5","r3080000",57,38944,39338,39141,3885319.93259462
"s=0.003F=0.5","r3080000",58,39338,41425,40381.5,4012584.50047785
"s=0.003F=0.5","r3080000",59,41425,42520,41972.5,4026438.5117333
"s=0.003F=0.5","r3080000",60,42520,43119,42819.5,4132131.81016289
"s=0.003F=0.5","r3080000",61,43119,43471,43295,4176602.43523731
"s=0.003F=0.5","r3080000",62,43471,43558,43514.5,4132150.22257595
"s=0.003F=0.5","r3080000",63,43558,45707,44632.5,4028497.63664986
"s=0.003F=0.5","r3080000",64,45707,46580,46143.5,4100830.83418794
"s=0.003F=0.5","r3080000",65,46580,46741,46660.5,4137105.4200492
"s=0.003F=0.5","r3080000",66,46741,47417,47079,3772617.84280361
"s=0.003F=0.5","r3080000",67,47417,50368,48892.5,3856022.93832546
"s=0.003F=0.5","r3080000",68,50368,51418,50893,3661952.53409539
"s=0.003F=0.5","r3080000",69,51418,51714,51566,3786461.37719243
"s=0.003F=0.5","r3080000",70,51714,51997,51855.5,4157902.52071133
"s=0.003F=0.5","r3080000",71,51997,53566,52781.5,4057394.46353524
"s=0.003F=0.5","r3080000",72,53566,53660,53613,4033393.6776143
"s=0.003F=0.5","r3080000",73,53660,53663,53661.5,4058694.50232274
"s=0.003F=0.5","r3080000",74,53663,53675,53669,4333963.92714039
"s=0.003F=0.5","r3080000",75,53675,57212,55443.5,4081680.58622996
"s=0.003F=0.5","r3080000",76,57212,57543,57377.5,4090283.53633275
"s=0.003F=0.5","r3080000",77,57543,58344,57943.5,4005583.9541507
"s=0.003F=0.5","r3080000",78,58344,58598,58471,3931915.64191586
"s=0.003F=0.5","r3080000",79,58598,58740,58669,4110334.88446865
"s=0.003F=0.5","r3080000",80,58740,58962,58851,4110726.78242198
"s=0.003F=0.5","r3080000",81,58962,60712,59837,4179005.21199028
"s=0.003F=0.5","r3080000",82,60712,60900,60806,4189525.2334224
"s=0.003F=0.5","r3080000",83,60900,61179,61039.5,3955680.85513349
"s=0.003F=0.5","r3080000",84,61179,61245,61212,3973915.27583881
"s=0.003F=0.5","r3080000",85,61245,63010,62127.5,4065548.01732805
"s=0.003F=0.5","r3080000",86,63010,63074,63042,4128186.49371595
"s=0.003F=0.5","r3080000",87,63074,63645,63359.5,4221497.80246354
"s=0.003F=0.5","r3080000",88,63645,64006,63825.5,4471097.7711035
"s=0.003F=0.5","r3080000",89,64006,64543,64274.5,4594731.11265892
"s=0.003F=0.5","r3080000",90,64543,65286,64914.5,4492680.98793768
"s=0.003F=0.5","r3080000",91,65286,67339,66312.5,4369047.64638225
"s=0.003F=0.5","r3080000",92,67339,68090,67714.5,4788158.76006501
"s=0.003F=0.5","r3080000",93,68090,68999,68544.5,5276275.85755989
"s=0.003F=0.5","r3080000",94,68999,69707,69353,5164447.94275236
"s=0.003F=0.5","r3080000",95,69707,71146,70426.5,5717170.84725447
"s=0.003F=0.5","r3080000",96,71146,71389,71267.5,4281911.41469019
"s=0.003F=0.5","r3080000",97,71389,72514,71951.5,4352709.44706039
"s=0.003F=0.5","r3080000",98,72514,74776,73645,3427268.19266461
"s=0.003F=0.5","r3080000",99,74776,74920,74848,3374369.10714716
"s=0.003F=0.5","r3080000",100,74920,78159,76539.5,3170226.38471383
"s=0.003F=0.5","r3080000",101,78159,78707,78433,3049962.64568852
"s=0.003F=0.5","r3080000",102,78707,78714,78710.5,3099393.53027591
"s=0.003F=0.5","r3080000",103,78714,78965,78839.5,3192534.26085102
"s=0.003F=0.5","r3080000",104,78965,79387,79176,3813622.55171436
"s=0.003F=0.5","r3080000",105,79387,80000,79693.5,3547875.05811767
"s=0.003F=0.5","r3080000",106,80000,80107,80053.5,4039693.35362408
"s=0.003F=0.5","r3080000",107,80107,80261,80184,3587439.72922865
"s=0.003F=0.5","r3080000",108,80261,80641,80451,3761245.119847
"s=0.003F=0.5","r3080000",109,80641,80661,80651,5131663.0145715
"s=0.003F=0.5","r3080000",110,80661,81081,80871,4662873.25825341
"s=0.003F=0.5","r3080000",111,81081,81410,81245.5,5223550.79257921
"s=0.003F=0.5","r3080000",112,81410,81510,81460,5199768.55712705
"s=0.003F=0.5","r3080000",113,81510,83196,82353,7055970.91532567
"s=0.003F=0.5","r3080000",114,83196,83384,83290,5200591.26071167
"s=0.003F=0.5","r3080000",115,83384,83414,83399,4639211.12358274
"s=0.003F=0.5","r3080000",116,83414,83707,83560.5,4002978.09539817
"s=0.003F=0.5","r3080000",117,83707,85782,84744.5,4368794.02442517
"s=0.003F=0.5","r3080000",118,85782,86734,86258,4231283.78045592
"s=0.003F=0.5","r3080000",119,86734,87075,86904.5,3785897.82112005
"s=0.003F=0.5","r3080000",120,87075,87183,87129,3490434.56359665
"s=0.003F=0.5","r3080000",121,87183,88299,87741,3528178.04124371
"s=0.003F=0.5","r3080000",122,88299,88619,88459,3818142.51209776
"s=0.003F=0.5","r3080000",123,88619,88968,88793.5,3857283.99294315
"s=0.003F=0.5","r3080000",124,88968,89134,89051,3551239.07998221
"s=0.003F=0.5","r3080000",125,89134,89840,89487,3496923.35133695
"s=0.003F=0.5","r3080000",126,89840,90508,90174,3184308.89268328
"s=0.003F=0.5","r3080000",127,90508,92065,91286.5,3194407.44808542
"s=0.003F=0.5","r3080000",128,92065,93254,92659.5,3310416.98103693
"s=0.003F=0.5","r3080000",129,93254,93319,93286.5,3248723.17673068
"s=0.003F=0.5","r3080000",130,93319,93685,93502,3238624.62132854
"s=0.003F=0.5","r3080000",131,93685,93704,93694.5,3323966.63516811
"s=0.003F=0.5","r3080000",132,93704,93716,93710,3189007.66823131
"s=0.003F=0.5","r3080000",133,93716,95784,94750,3729652.39130236
"s=0.003F=0.5","r3080000",134,95784,97484,96634,3951032.34206599
"s=0.003F=0.5","r3080000",135,97484,98371,97927.5,3969137.44448395
"s=0.003F=0.5","r3080000",136,98371,98876,98623.5,3799485.79661575
"s=0.003F=0.5","r3080000",137,98876,99432,99154,3765742.62860072
"s=0.003F=0.5","r3080000",138,99432,99984,99708,3687148.48233949
"s=0.003F=0.5","r3080000",139,99984,100001,99992.5,3879582.48823057
"s=0.003F=0.5","r3080001",0,0,462,231,3679250.94037225
