"scenario","file","tree_index","left","right","mid","distance"
"s=0.003F=0.5","r3080000",0,0,809,404.5,1029.50871863281
"s=0.003F=0.5","r3080000",1,809,2212,1510.5,1086.41194680053
"s=0.003F=0.5","r3080000",2,2212,2516,2364,1086.41194680053
"s=0.003F=0.5","r3080000",3,2516,2778,2647,1247.52565142349
"s=0.003F=0.5","r3080000",4,2778,3126,2952,1244.937599864
"s=0.003F=0.5","r3080000",5,3126,4467,3796.5,1244.937599864
"s=0.003F=0.5","r3080000",6,4467,5038,4752.5,1109.37786242138
"s=0.003F=0.5","r3080000",7,5038,5654,5346,1144.52044627554
"s=0.003F=0.5","r3080000",8,5654,6095,5874.5,1109.12713892861
"s=0.003F=0.5","r3080000",9,6095,6884,6489.5,1109.12713892861
"s=0.003F=0.5","r3080000",10,6884,6894,6889,1144.52044627554
"s=0.003F=0.5","r3080000",11,6894,6962,6928,1109.37786242138
"s=0.003F=0.5","r3080000",12,6962,7010,6986,1109.12713892861
"s=0.003F=0.5","r3080000",13,7010,8294,7652,1109.12713892861
"s=0.003F=0.5","r3080000",14,8294,9579,8936.5,1144.52044627554
"s=0.003F=0.5","r3080000",15,9579,10344,9961.5,924.622279817202
"s=0.003F=0.5","r3080000",16,10344,10897,10620.5,924.622279817202
"s=0.003F=0.5","r3080000",17,10897,11191,11044,924.622279817202
"s=0.003F=0.5","r3080000",18,11191,11379,11285,907.530607693923
"s=0.003F=0.5","r3080000",19,11379,13311,12345,908.627245527545
"s=0.003F=0.5","r3080000",20,13311,13546,13428.5,1050.25439245608
"s=0.003F=0.5","r3080000",21,13546,14510,14028,1050.25439245608
"s=0.003F=0.5","r3080000",22,14510,15231,14870.5,1092.07909468905
"s=0.003F=0.5","r3080000",23,15231,15693,15462,955.451590644094
"s=0.003F=0.5","r3080000",24,15693,15837,15765,955.451590644094
"s=0.003F=0.5","r3080000",25,15837,16455,16146,955.451590644094
"s=0.003F=0.5","r3080000",26,16455,16653,16554,955.451590644094
"s=0.003F=0.5","r3080000",27,16653,16878,16765.5,920.309006789932
"s=0.003F=0.5","r3080000",28,16878,19094,17986,864.993279627204
"s=0.003F=0.5","r3080000",29,19094,20197,19645.5,718.486724132759
"s=0.003F=0.5","r3080000",30,20197,20466,20331.5,718.587901680984
"s=0.003F=0.5","r3080000",31,20466,21105,20785.5,703.243059849402
"s=0.003F=0.5","r3080000",32,21105,21706,21405.5,703.141882301177
"s=0.003F=0.5","r3080000",33,21706,23041,22373.5,738.636367196329
"s=0.003F=0.5","r3080000",34,23041,24284,23662.5,701.677264947351
"s=0.003F=0.5","r3080000",35,24284,25002,24643,701.353487225128
"s=0.003F=0.5","r3080000",36,25002,26567,25784.5,758.342033979661
"s=0.003F=0.5","r3080000",37,26567,26836,26701.5,758.665811701884
"s=0.003F=0.5","r3080000",38,26836,28209,27522.5,776.27365802342
"s=0.003F=0.5","r3080000",39,28209,28315,28262,750.49341302587
"s=0.003F=0.5","r3080000",40,28315,29454,28884.5,750.49341302587
"s=0.003F=0.5","r3080000",41,29454,29804,29629,750.49341302587
"s=0.003F=0.5","r3080000",42,29804,30070,29937,750.817190748093
"s=0.003F=0.5","r3080000",43,30070,30720,30395,750.817190748093
"s=0.003F=0.5","r3080000",44,30720,31444,31082,749.715600563995
"s=0.003F=0.5","r3080000",45,31444,31777,31610.5,779.152967710324
"s=0.003F=0.5","r3080000",46,31777,31939,31858,851.669137268628
"s=0.003F=0.5","r3080000",47,31939,32970,32454.5,851.669137268628
"s=0.003F=0.5","r3080000",48,32970,33945,33457.5,849.051941840582
"s=0.003F=0.5","r3080000",49,33945,34578,34261.5,807.943583004171
"s=0.003F=0.5","r3080000",50,34578,35515,35046.5,807.619805281948
"s=0.003F=0.5","r3080000",51,35515,35662,35588.5,807.619805281948
"s=0.003F=0.5","r3080000",52,35662,35876,35769,807.619805281948
"s=0.003F=0.5","r3080000",53,35876,36928,36402,807.619805281948
"s=0.003F=0.5","r3080000",54,36928,36947,36937.5,782.225674263258
"s=0.003F=0.5","r3080000",55,36947,38649,37798,785.636210237898
"s=0.003F=0.5","r3080000",56,38649,38944,38796.5,789.036028159719
"s=0.003F=0.5","r3080000",57,38944,39338,39141,789.036028159719
"s=0.003F=0.5","r3080000",58,39338,41425,40381.5,783.263402205978
"s=0.003F=0.5","r3080000",59,41425,42520,41972.5,735.451025929741
"s=0.003F=0.5","r3080000",60,42520,43119,42819.5,772.80605701943
"s=0.003F=0.5","r3080000",61,43119,43471,43295,760.34116606834
"s=0.003F=0.5","r3080000",62,43471,43558,43514.5,710.824401315987
"s=0.003F=0.5","r3080000",63,43558,45707,44632.5,711.134838211618
"s=0.003F=0.5","r3080000",64,45707,46580,46143.5,711.134838211618
"s=0.003F=0.5","r3080000",65,46580,46741,46660.5,711.134838211618
"s=0.003F=0.5","r3080000",66,46741,47417,47079,796.90977606224
"s=0.003F=0.5","r3080000",67,47417,50368,48892.5,796.90977606224
"s=0.003F=0.5","r3080000",68,50368,51418,50893,795.103435485646
"s=0.003F=0.5","r3080000",69,51418,51714,51566,795.103435485646
"s=0.003F=0.5","r3080000",70,51714,51997,51855.5,870.611239287608
"s=0.003F=0.5","r3080000",71,51997,53566,52781.5,870.611239287608
"s=0.003F=0.5","r3080000",72,53566,53660,53613,870.611239287608
"s=0.003F=0.5","r3080000",73,53660,53663,53661.5,871.098113298867
"s=0.003F=0.5","r3080000",74,53663,53675,53669,906.949843981561
"s=0.003F=0.5","r3080000",75,53675,57212,55443.5,866.914508574915
"s=0.003F=0.5","r3080000",76,57212,57543,57377.5,873.786958330417
"s=0.003F=0.5","r3080000",77,57543,58344,57943.5,873.786958330417
"s=0.003F=0.5","r3080000",78,58344,58598,58471,837.916421275788
"s=0.003F=0.5","r3080000",79,58598,58740,58669,848.823363886362
"s=0.003F=0.5","r3080000",80,58740,58962,58851,848.823363886362
"s=0.003F=0.5","r3080000",81,58962,60712,59837,878.21226607734
"s=0.003F=0.5","r3080000",82,60712,60900,60806,878.21226607734
"s=0.003F=0.5","r3080000",83,60900,61179,61039.5,893.358598214018
"s=0.003F=0.5","r3080000",84,61179,61245,61212,893.668805431946
"s=0.003F=0.5","r3080000",85,61245,63010,62127.5,893.345027709723
"s=0.003F=0.5","r3080000",86,63010,63074,63042,880.769006269938
"s=0.003F=0.5","r3080000",87,63074,63645,63359.5,880.769006269938
"s=0.003F=0.5","r3080000",88,63645,64006,63825.5,868.668469435306
"s=0.003F=0.5","r3080000",89,64006,64543,64274.5,868.668469435306
"s=0.003F=0.5","r3080000",90,64543,65286,64914.5,836.415756842432
