"scenario","file","tree_index","left","right","mid","distance"
"s=0.003F=0.75","r3090000",0,0,508,254,3255032.77793908
"s=0.003F=0.75","r3090000",1,508,1765,1136.5,3265649.67962106
"s=0.003F=0.75","r3090000",2,1765,1910,1837.5,3217593.74188321
"s=0.003F=0.75","r3090000",3,1910,1938,1924,4665983.36215773
"s=0.003F=0.75","r3090000",4,1938,1980,1959,4848913.99342481
"s=0.003F=0.75","r3090000",5,1980,2986,2483,5098018.49014631
"s=0.003F=0.75","r3090000",6,2986,3381,3183.5,7698053.8937498
"s=0.003F=0.75","r3090000",7,3381,4083,3732,7484515.25152616
"s=0.003F=0.75","r3090000",8,4083,4565,4324,7272772.6822607
"s=0.003F=0.75","r3090000",9,4565,5196,4880.5,7486311.32448433
"s=0.003F=0.75","r3090000",10,5196,5435,5315.5,6047958.39240931
"s=0.003F=0.75","r3090000",11,5435,6082,5758.5,6287676.29092163
"s=0.003F=0.75","r3090000",12,6082,6120,6101,6445632.03871273
"s=0.003F=0.75","r3090000",13,6120,6515,6317.5,6285498.81046691
"s=0.003F=0.75","r3090000",14,6515,6530,6522.5,5259897.99819044
"s=0.003F=0.75","r3090000",15,6530,6532,6531,3264263.0770213
"s=0.003F=0.75","r3090000",16,6532,6658,6595,3289460.6052415
"s=0.003F=0.75","r3090000",17,6658,7625,7141.5,4867543.15383702
"s=0.003F=0.75","r3090000",18,7625,7942,7783.5,4894241.98382089
"s=0.003F=0.75","r3090000",19,7942,9174,8558,5919842.79609736
"s=0.003F=0.75","r3090000",20,9174,9862,9518,5881555.14758457
"s=0.003F=0.75","r3090000",21,9862,12218,11040,5715712.5865495
"s=0.003F=0.75","r3090000",22,12218,12302,12260,4995015.72009525
"s=0.003F=0.75","r3090000",23,12302,13532,12917,3250658.05626574
"s=0.003F=0.75","r3090000",24,13532,13846,13689,3230440.2362796
"s=0.003F=0.75","r3090000",25,13846,14227,14036.5,3316944.48072048
"s=0.003F=0.75","r3090000",26,14227,14768,14497.5,3417267.41044473
"s=0.003F=0.75","r3090000",27,14768,15210,14989,3329982.82548198
"s=0.003F=0.75","r3090000",28,15210,16592,15901,3355986.47012667
"s=0.003F=0.75","r3090000",29,16592,18442,17517,3356989.90845808
"s=0.003F=0.75","r3090000",30,18442,18978,18710,3406375.94194951
"s=0.003F=0.75","r3090000",31,18978,20016,19497,3413799.39034881
"s=0.003F=0.75","r3090000",32,20016,20259,20137.5,3556727.32412718
"s=0.003F=0.75","r3090000",33,20259,20394,20326.5,3847090.13325824
"s=0.003F=0.75","r3090000",34,20394,20763,20578.5,3709468.24876308
"s=0.003F=0.75","r3090000",35,20763,21378,21070.5,3503047.05260595
"s=0.003F=0.75","r3090000",36,21378,22588,21983,3608831.23547547
"s=0.003F=0.75","r3090000",37,22588,22753,22670.5,3711423.26970814
"s=0.003F=0.75","r3090000",38,22753,23523,23138,3905349.36618944
"s=0.003F=0.75","r3090000",39,23523,24008,23765.5,3931069.28822293
"s=0.003F=0.75","r3090000",40,24008,25151,24579.5,4089458.99561423
"s=0.003F=0.75","r3090000",41,25151,25435,25293,4224408.15386749
"s=0.003F=0.75","r3090000",42,25435,25531,25483,4472448.50987832
"s=0.003F=0.75","r3090000",43,25531,26145,25838,4467031.59119318
"s=0.003F=0.75","r3090000",44,26145,26815,26480,4282573.10823179
"s=0.003F=0.75","r3090000",45,26815,28396,27605.5,4137781.22794214
"s=0.003F=0.75","r3090000",46,28396,28569,28482.5,4078428.24001321
"s=0.003F=0.75","r3090000",47,28569,30745,29657,4224755.90789728
"s=0.003F=0.75","r3090000",48,30745,30754,30749.5,3548523.57628179
"s=0.003F=0.75","r3090000",49,30754,30873,30813.5,3535773.5624092
"s=0.003F=0.75","r3090000",50,30873,31230,31051.5,3544507.92623579
"s=0.003F=0.75","r3090000",51,31230,31779,31504.5,3692566.89578415
"s=0.003F=0.75","r3090000",52,31779,31845,31812,3779267.99539495
"s=0.003F=0.75","r3090000",53,31845,33104,32474.5,4316587.68354514
"s=0.003F=0.75","r3090000",54,33104,33485,33294.5,4548039.15270585
"s=0.003F=0.75","r3090000",55,33485,34515,34000,4211943.16073692
"s=0.003F=0.75","r3090000",56,34515,35132,34823.5,3729231.76652418
"s=0.003F=0.75","r3090000",57,35132,36541,35836.5,3715072.63118458
"s=0.003F=0.75","r3090000",58,36541,36577,36559,3742791.60543569
"s=0.003F=0.75","r3090000",59,36577,36814,36695.5,3350127.07483791
"s=0.003F=0.75","r3090000",60,36814,36895,36854.5,3117863.24935664
"s=0.003F=0.75","r3090000",61,36895,38000,37447.5,3137058.65963001
"s=0.003F=0.75","r3090000",62,38000,38257,38128.5,3129769.0878889
"s=0.003F=0.75","r3090000",63,38257,38267,38262,3061182.05001756
